Drug Name,Condition,Review Text
adderall,For Fatigue,"For Fatigue""I just started Adderall 20mg about a week now. Before, I was on 10 mg, not extended release, just tabs for 2 months. I'm always so tired. The higher dose helps me stay awake and function through my days. Glad something works, so far no side effects noted."""
adderall,For Narcolepsy,"For Narcolepsy""The efficacy of Adderall in any condition that you take it over is dependent upon the quality of the generic brand that your pharmacy carries. Although a pharmacist will not want to tell you this, a generic product can vary plus or -20% variation from the brand-name drug. This was a result of the Hatch-Waxman Act. Moreover, and most disturbingly, only the generic company itself knows the results that they conducted and required for a generic manufacturer to manufacture a generic drug require bioequivalency testing. However, they, and I emphasize 'They' because it is only the generic company itself that conducts the test and knows the results besides the FDA. Only the generic firm and the FDA know the exact test results. Research different generic reviews, because this makes all the difference in your experience with generic Adderall IR."""
adderall,For ADHD,"For ADHD""I've taken Adderall for 2 years. The first 6 months worked very well. Balanced me out, kept me focused & side effects were minimal. But, the efficiency of Adderall has really gone down in my experience. I often find myself hyper focusing on things I don't need to & the side effects have gotten much worse. Insomnia, horrible dry mouth (= more cavities), I get antsy & shaky at times & I also feel I've become dependent on it. Next doctor's appointment, I will be asking to switch out to something else. It's a good medicine at first, but understand that many of the great reviews are likely written by newer Adderall users."""
adderall,For ADHD,"For ADHD""I stopped taking this medication 6 years ago because I built up a tolerance to it. But, it seriously was the best thing to ever happen to me. I've always had untreated ADHD, and when I finally received treatment, I flourished. Now, after 6 years, I am giving it a try again. So far, it's working great. The two things I don't like about Adderall are that I talk WAY too much, and share WAY too much information. In fact, I call up family members and talk to them to death. I had to write myself a note and tape it to the phone to not call or text anyone! And the second thing is the comedown, by the time the medication wears off, I am drained!"""
adderall,For ADHD,"For ADHD""Once getting on Adderall, I found it gave me just enough euphoria to put down everything from alcohol to opiates, while giving me the drive and ambition to seek an engineering degree. I must warn people Adderall is a stimulant. It's out of your body rather quickly (1-2 days), so addiction in the 'physical withdrawal' sense is not much, although years of taking it will keep you relying on it - that's a PROMISE. Depending on the dosage, you'll be severely lethargic and wind up sleeping for a few days. Beware of the day's end - you'll likely need something to sleep or relax, which can cause problems. Despite the caution, you'll be a morning person and love it. Just remember the word 'moderation,' and you'll be a new you!"""
adderall,For ADHD,"For ADHD""I have run the gauntlet of ADD meds, starting with Concerta then tried Vyvanse which worked well in the beginning, then my doctor switched to Adderall XR, then to IR, which works best for me. I take 20mg twice a day, it definitely helps with non-stop thinking, racing thoughts, and just simply getting motivated. I have been on the IR for about a year and the highs are finally outweighing the lows. 39 years old and can see light at the end of the tunnel."""
adderall,For Narcolepsy,"For Narcolepsy""Adderall has given me some of my life back. I can tell you this for certain. Without it, I was lost and on the brink of suicide. Now I can be a father, husband, and most importantly, a normal human being again! I take 20 mg, 3 times a day. It is still not enough to keep me from napping twice a day before 5 PM, but it helps. I still feel as if I’m in a fog for most of my morning and afternoon, but at least I'm not worried about crashing my car or falling asleep on the job. Personally, I have not suffered side effects. My blood pressure is very good, I don’t get jitters, and the medicine actually calms me tremendously. Without it, I was simply a mess! If you even think you may suffer from narcolepsy, take this medicine. I can’t say that enough. Take it, and find some happiness again!"""
adderall,For ADHD,"For ADHD""I've been taking 60mg of Adderall a day for 14 years now. It's a miracle! I don't think I would have made it through high school or college without it. I started when I was 14 and starting high school. I loathed getting up early, but shortly after taking my pills, I was awake and motivated to get ready and go about my day. It made boring classes seem more interesting. It gives you this focus and drive to be productive. I don't feel like myself without them. I'm cranky, unmotivated, eat and sleep a lot if I don't take it. Just be cautious with dosage. You do develop a tolerance to it over time. If your blood pressure goes way up and you feel jittery or shaky, you're taking too high of a mg. People should start with 10 or 20mg at first."""
adderall,For ADHD,"For ADHD""I knew I struggled with ADD in college but refused to go on medication because of the stigma associated with Adderall. My father has ADD as well and refused medications. Now at 56, he is homeless, can't hold down a job, can't control his finances, health, or any responsibilities. When I graduated college and started my full-time job, I realized that I was heading towards the same path as my pops. I love my job and am very passionate about it, but following instructions or staying on task during an 8-hour workday was IMPOSSIBLE. 5mg of XR/day (2x on my v. busy days) saved my job and life! I feel like I finally have a clutch to support me with my disability now. It has improved every aspect of my life: social, financial, academic, etc."""
adderall,For ADHD,"For ADHD""Adderall (amphetamine and dextroamphetamine) immediate release has greatly (95%) improved my symptoms of ADHD including concentration, focus, memory, attention span, retention of information, and to some extent my energy and grades. It's a very strong stimulant, so it does have temporary side effects. Most will go away in two to four weeks, like euphoria, anxiety, and teeth grinding, but the dry mouth and insomnia if taken late will not subside for months. However, it has helped me A LOT."""
adderall,For ADHD,"For ADHD""So, I have had ADHD since I was young. I never liked the pills they gave me when I was younger because I was already a thin kid and then taking Adderall I would eat even less. So I stopped taking the medication. When I was taking this medication, I got Most Improved Student! I went without the drug for years, until just about 2 years ago I started taking it again, and it has helped me so much! I am very thankful for this drug. I suffer from fatigue and many, many other problems. This drug is one of many I need to think straight and to not get out of control. It also helps me big time with my anger issues. Hope this helps someone! Star Kid is out!"""
adderall,For ADHD,"For ADHD""I was diagnosed with ADHD unexpectedly when I started going to a counseling center a couple months ago, after I got in trouble for bringing marijuana to school. I was also diagnosed with severe depression and anxiety. I am 15 and this all came as one big unexpected shock to me. I felt useless and pathetic knowing this. I was put on medication for all of the mental disorders, including Adderall. I have always been a good student, but now I am actually able to focus in school and now, I'm excited about going to classes and doing homework. I actually feel like I'm worth something for once."""
adderall,For ADHD,"For ADHD""AHDH medications sucks.They don't treat ADHD believe me. They just delay it till the crash comes and you feel 40 times more worse.They have  destroyed the lives of hundreds of people due to prolonged use. They are just street meth.Believe me I have ADHD and the best medicine I would suggest are a non-stimulants like welbutrin and strattera.If they didn't work for you then never ever use stimulants they will ruin your life. Just rely on adaptogens eg rhodiola, ginseng, good diet, exercise and meditation. If study is a problem for you then use you hyperfocus and study something that you are interested in.You may have found some good reviews about these  stimulants however these people are new and they are unaware of there consequences. I have tried stimulants for 15 years so I am confident and sure about what I say."""
adderall,For ADHD,"For ADHD""I've taken Vyvanse extended-release and Adderall extended-release. I didn't like the mood swings and irritability I suffered when they would wear off. My doctor has since put me on Adderall immediate release 30-milligram tablets twice a day. I've taken these tablets for 2 years now and love that I can focus and I am not having mood swings or irritability at all. I have experienced dry mouth and some jitters as well as trouble sleeping. I take Ambien to sleep, and it is no longer an issue. I have to take a vitamin supplement due to a huge weight loss, though. I was overweight when I started Adderall and now am at a healthy weight and maintaining that weight without issue."""
adderall,For ADHD,"For ADHD""I am 25 years old, married with a 6-month-old son. I was diagnosed with severe ADHD at the age of about 10. I'm talking horrible behavior, bad grades, constant moving, etc. My mother told the doctors no medicine at that age. Then around 12, my mother caved in and gave me the Adderall. I hated it because of the instant side effects for me. I continued to take it until about 14, and I made a 100% improvement. At 14, I learned to cope with the ADHD on my own. But now, 11 years later, in the real world with many stresses, my ADHD had gotten worse than ever, to the point that my wife wanted to leave me because she couldn't handle it. I got my prescription back, and my life is amazing. 30mg IR 3x a day, 1 in the morning, 1 after lunch, 1 on the way home from work."""
adderall,For ADHD,"For ADHD""I am 51 and have been on Adderall for 15 years. I take 20 mg twice a day. It helps me concentrate and stay focused. I skip taking it for one day every week, this helps me see where the Adderall helps in my life and was suggested by my doctor to help my body not build a tolerance to Adderall. At this time, I personally don't believe Adderall is 'addicting' when taken properly. While on vacation, I went a week without it and never felt any withdrawal from the Adderall. I keep my Adderall and other meds in a metal lockbox that locks onto a shelf in my fridge because people do abuse Adderall."""
adderall,For ADHD,"For ADHD""Good with increased mental focus and fewer distractions by activities that were going on around me. I have nothing negative to say about the Adderall. It has improved my ability to control my attention and give me greater intensity in thinking and reasoning."""
adderall,For ADHD,"For ADHD""ADD is NOT a made-up condition. I'm 26. Without Adderall/Vyvanse, I have no mental energy or focus to do anything. And it has been this way my entire life. School has gone from being an F and D student to being an A and B student. It has nothing to do with 'being lazy' and everything to do with having a real chemical imbalance in the brain. Anyways, I have been full-time for 2 years until 7 weeks ago. I convinced myself it wasn't working anymore and I didn't need it. Big mistake! I am ready to start up again next week. I can feel the old me coming back, the me I hated. If you truly have ADD/ADHD, this will change your life for the better. Some negatives are sleeping less, decreased appetite, and often weak erections on it (despite high libido)."""
adderall,For Narcolepsy,"For Narcolepsy""I was switched to Adderall, but after 2 years, switched to Ritalin. Adderall seems to open up parts of your brain best left closed. I started to see a 12-year-old boy in the yard during the day, he would be gone when I went to talk with him. My neighbors told me that in the 1970s, he died here. You have to watch the dosage."""
adderall,For ADHD,"For ADHD""Adderall saved me. I went back to college and was finally able to start passing school. My depression started getting better, my mood has become more stabilized, and I can enjoy things without getting 'ADD freeze,' as I like to call it. I started getting better at my job too. I love this medication! Thank goodness for Adderall!"""
adderall,For Narcolepsy,"For Narcolepsy""I've been on Adderall for six months for narcolepsy. It has given me a life back. It has helped my severe daytime sleepiness by about 80%. There are times if I'm really tired that I can tell the med doesn't help. But mostly it is excellent. The only thing I don't like about it is the crash after the med wears off. I can tell a huge difference. And it is also disappointing that I have to take meds to stay awake each day. But overall, I would say I'm very thankful for it."""
adderall,For ADHD,"For ADHD""I have been taking Adderall for 2 years now (3 of the 30mg tablets a day). It's a great way to get your work done in school and anything else you may need motivation to do. It also makes me more social and interested in things I wouldn't normally be interested in. The bad thing about it is that if you go even one day without it you eat 3 times more than you usually would and you feel irritable and agitated. Overall, couldn't live without it."""
adderall,For ADHD,"For ADHD""I'm a 57-year-old male that has been clean and in recovery for ten years now. I have abstained from anything stronger than aspirin the whole time. Chronic pain had made it necessary to begin a closely monitored treatment schedule, but I was still losing a lot of focus on tasks at work and any motivation for anything but sleeping at home. After talking to the doctor, we added 20mg Adderall 3 times a day. The difference has been amazing. I normally work pretty long hours and had been having trouble staying awake in the morning going to work and evenings going home. No more. Properly scheduling the doses keeps me active and focused my entire day. Didn't take long to find out that it increased energy and desire in other areas also. All others."""
adderall,For ADHD,"For ADHD""Finally, I was diagnosed with ADD as an adult after struggling my whole life with ADD. I was put on Adderall, and my life changed 100% for the better. I think this is a wonderful medication for those with ADD!"""
adderall,For Narcolepsy,"For Narcolepsy""I am a 69-year-old female who has been diagnosed with Fibromyalgia and Chronic Fatigue Syndrome since I was in my 30s. The CFS came long after the FMS, but Adderall 20 mg 3 times daily has made my life bearable, enabled me to stay awake, boosted my energy (I also have Hashimoto's disease - hypothyroid), and has provided me with a feeling of normalcy. I see my doctor every 3 months for blood work and medical care. Got a new script today, but insurance wants a pre-authorization, which will take 3-4 days, and I am out of this medication. Guess it will be a sleepy weekend coming up! Adderall rocks!"""
adderall,For ADHD,"For ADHD""Yes, this medication does work wonders, at first. Diagnosed ADHD (by a Psychiatrist) at the age of 26. The first 3 years it worked quite well and felt like a godsend. I took 5-6 days a week and my life demonstratively improved. Focus, completing tasks, mental clarity, improved self-esteem...life was good. Adderall, like other CNS stimulants, tends to become less effective after time and I noticed this more pronouncedly by my 5th year. At that point, I felt trapped by the drug and tried to stop. The problem was that even after a month or more without Adderall, none of the discontinuation symptoms were improving. While I continue to use Adderall for maintenance, I derive little benefit. Be aware, the effects won't last indefinitely!"""
adderall,Unknown Condition,"""I have found that as an 8-year drug addict to painkillers, I was able to focus on staying off my drug of choice by taking Adderall. I believe it has helped me stay clean and off all painkillers for 1 year now."""
adderall,For ADHD,"For ADHD""Adderall has been a blessing to me. I take 30mg twice a day, and my thinking has become so much more clear. I am now able to pay attention and absorb what is going on around me. I have had no negative side effects except for an occasional night where it might take me an extra 30 minutes to fall asleep. I still have a healthy appetite since taking Adderall. This medicine has made my life so much better."""
adderall,For ADHD,"For ADHD""I was diagnosed with A.D.D, and I've been using Adderall for just over 2 years now. My 9th year of school, I finished with a very low GPA, just over a 1.0, and finished most of my classes with either Fs or Ds. But this past year that I was able to get my medicine, I was awarded AB Honor Roll and passing every class with an A except 2 Bs. The massive improvement of my ability to focus and actually want to work actually made the principal think I was cheating since I've had such a bad school record (for grades)."""
adderall,For ADHD,"For ADHD""I have no problem with generic Adderall. I get 60 30mg tablets by Alvogen and it works fine for me. I used to get the Teva brand but times are rough, as we all know. I'm very grateful for this medication because of my Tourette Syndrome and ADHD. It makes life hard to function, so I praise this medication for helping my tics and verbal stutters. It's incredible what Adderall can do when taken properly."""
adderall,For ADHD,"For ADHD""I was recently diagnosed with ADHD and got my first prescription for Adderall, hoping it would help, but I felt nothing. Started at 20 mg, then tried 40 mg, and finally 60 mg today and only noticed a slight quieting for my racing thoughts (but it could've been some brain fog since they still were pretty bad), still felt restless, etc. Came on here to see others' experiences and saw that Lannett was a really bad generic manufacturer, and so I went to check my prescription and BOOM, Lannett. Knowing that this mfr has been garbage across the board with people has at least been comforting and gives me hope for the next medication attempt (which I will be making sure my psychiatrist puts the name of an authorized generic and that it must be from that mfr)."""
adderall,For ADHD,"For ADHD""I take Adderall XR 30 mg and it has always worked for me until this last batch. It's a Teva batch and it makes me feel horrible. Out of nowhere, I get high blood pressure and I can't focus. I get fatigued and it feels like I'm gonna pass out sometimes. Something is truly wrong here. It's scary because I need this medication to hold down a job because without it, I'm a hot mess. I pray this gets resolved soon. Thinking about switching to Desoxyn. Really good reviews and no shortage."""
adderall,For ADHD,"For ADHD""I started taking Adderall when I was 26 y/o, and it was AMAZING for about 2 years. My dose started out at 30 mg/day in the beginning, and after 2 years was up to 60 mg/day (30 mg IR twice daily). I started getting increasingly paranoid, losing what seemed like more and more sleep with each passing month. I kept thinking that I was seeing red and blue lights on my walls at night, which made me think the cops were after me outside, even though I didn't do anything that would require police assistance. Until one day when I lost my mind, literally. I was taken by ambulance to the hospital and put on a 72-hour psychiatric hold, for which I ended up staying at the hospital almost 2 weeks. Diagnosed with amphetamine-induced schizoaffective disorder!!!"""
adderall,For Narcolepsy,"For Narcolepsy""I was diagnosed with narcolepsy in 1990. They started me on Ritalin, which did not work for me. Then Dexedrine. It did work but caused a lot of tension in my neck, shoulders, and back in the evenings. Then Provigil and Nuvigil. I have settled on Adderall, it wakes me up in the morning and keeps me awake in the afternoon. It's a godsend."""
adderall,For ADHD,"For ADHD""Adderall (amphetamine) will seem fantastic the first time it is prescribed. But as the years go by and tolerance increases, you will need more. It also down-regulates dopamine in the brain (which eventually means that it has been associated with dopamine depletion in the striatal area of the brain and frontal cortex). Dopamine effects pleasure. When it becomes low (the brain will compensate by lowering dopamine when taking amphetamine, because Adderall increases it). When this happens, you will need to continue taking it or you may experience what is called anhedonia (look that up). This is a very dangerous drug that can permanently change brain chemistry."""
adderall,For ADHD,"For ADHD""I was once a procrastinating, underemployed, muscular 18-year-old who was unsure of his future. My ADHD made it impossible to focus, my motivation was terrible, and I snapped on anyone over the smallest thing. I knew about Ritalin... also knew its excess side effects. I heard about Adderall and decided maybe I should speak with my PCP. He prescribed me Adderall, a pill that can either make or break you. If you have had ANY history of drug abuse, AVOID IT. It took me a month to realize I was abusing it. I lost sleep, weight, and gained a tolerance. When I decided I'd better let my wife handle my medication, she gave me my two IRs per day and still does. It helped a lot. The medication is wonderful for ADHD but can very easily kill you if you abuse it."""
adderall,For ADHD,"For ADHD""While not perfect, this drug helped me achieve around an 80% improvement in my focus, attention, and ability to see tasks through to the end. I take 20 mg IR in the morning and 20 mg early in the afternoon. I was never diagnosed with A.D.D when I was a kid, likely because I barely went to see doctors as a child. I used illicit drugs my whole life until it caused me to almost kill myself. After being clean for a year, I noticed my problems persisted with attention, focus, and finishing tasks. After seeing a psychiatrist and getting a proper test/diagnosis, I'm grateful. It's helped a lot."""
dexedrine,For ADHD,"For ADHD""I have visited this site for years reviewing people’s posts, always in hope that just maybe that medication would work for my severe inattentive ADHD and narcolepsy. I’ve been on Vyvanse, Adderall IR and XR, Focalin IR and XR, any med you can name I’ve probably been prescribed. I am here to tell those that feel uncertain about this med and have suffered for years with the side effects from other meds that dextroamphetamine has changed my life. I went from an anxious, failing college student to graduating, being able to socialize like I always knew I was capable of, and pursuing my dream career (and no side effects). If anyone can relate to this post I hope it helps you. Don’t give up hope!"""
dexedrine,For ADHD,"For ADHD""This medication is hard to find, which is unfortunate because, quite simply, it works on some ADHD people when other more common medications do not. Dextroamphetamine (generic)/Zenzedi (brand name) acts more on dopamine than norepinephrine. Adderall, which is dextroamp and levoamp, the latter affecting mostly norepinephrine, made me tired and flat--and hungry. Kind of a paradoxical reaction. It helped my emotional overreactivity, but not other ADHD symptoms like initiation of tasks and related anxiety/irritability, procrastination, and negative ruminations (mentally getting 'stuck'). Obviously, my brain needs help with dopamine, and too much norepinephrine is dulling and unpleasantly sedating. Those with similar reactions to Adderall (and/or methylphenidates like Ritalin) might want to give Dextroamphetamine a try. It feels like a totally different class of medication than Adderall to my (admittedly atypical) brain, and works great."""
dexedrine,For ADHD,"For ADHD""Teva's 5/10 mg Dexedrine tablets appear tainted and/or lack the correct active ingredient. It doesn't control symptoms and makes me feel miserable, hostile, and angry. I've been taking Dexedrine for years, allowing me to function well except for the Teva brand. All generics are not the same. I had the same problem with Teva Dexedrine a few years ago and switched pharmacies. Other generic Dexedrines worked for another 3 years. This month, it was again not working, making me feel miserable and not controlling symptoms. The manufacturer was not on the bottle, so I called the pharmacy. Yup, Teva! I've had more than 36 bottles of Dexedrine since the previous negative experience; none were Teva and all worked. Out of 36 vials, one did not work and made me feel miserable, and the only one was Teva. The odds (0.028) are too long for coincidence or expectancy effect. There's something wrong with the 5/10 mg tablets of Teva's Dexedrine. Teva is tainted or there's some other problem with it. Avoid!"""
dexedrine,For Narcolepsy,"For Narcolepsy""I am 63 years old. I feel as if I have lost out on many years of living. I always had mental health issues. I managed to work for twenty-five years, off and on. I was never able to articulate my physical and emotional well-being very well to a doctor. I was just handed an antidepressant and a sleeping pill. I gave up trying to find an answer to my severe fatigue, insomnia, and deep depressions. I would beat myself up, since there has never been any reason I could pinpoint as to why I suffered so much. I feel I have slept my life away. Now I am finally hopeful. On a low dose of Dexedrine for one week, I slept a full 8 hours and have a positive feeling of a wonderful 25 years to come! Thanks for all the comments, which have given me renewed strength!"""
dexedrine,For ADHD,"For ADHD""Great medicine, I recently restarted this medicine after 10 years and I feel normal again. This medicine has given me great peace in my life. I feel calm and collected, and I'm quickly understanding what it's like to have 'free time'. I insist that people who find results using this medicine ensure those in government understand the increase in quality of life we are all experiencing. I've rated this medicine 10/10 purely because any cons I've experienced are meaningless compared to being given a life."""
dexedrine,For ADHD,"For ADHD""This is the one—and I only wish I'd found it 20 years ago. I have been on and off Adderall for years, though I never loved it. I had a hard time being compliant taking it because I never felt like myself. After that, I tried Ritalin, but whoa, I don't want that experience again unless it's 2 AM at a rave! Years later, a psych doc told me that she thought Dexedrine might be the ticket. I finally picked up a prescription a few days ago, and wow. Unmedicated, it's like I have an angry, frustrated, and stressed-out little leprechaun inside me, and on the Dexedrine, he's slowly being replaced by a peaceful Buddha—and believe me, I've never experienced 'Peaceful Buddha' before in my life—except maybe when I'm in nature on my mountain bike, etc. If you're not loving Adderall for similar reasons, I highly recommend trying the Dex. It's been a revelation. I rated it only 9 stars because I feel spacey for the first few hours."""
dexedrine,For ADHD,"For ADHD""This is a wonderful medication. I am so happy I switched from Adderall. I find the focus and concentration to be awesome. Without a doubt, it is the cleanest feeling ADHD medication on the market. If you have co-morbid anxiety disorders, this is the medicine to go for. I always felt anxious on Adderall or Ritalin, but the Dexedrine is so smooth that I find my anxiety is being helped! I would definitely recommend this to anyone who has ADHD, especially when others have caused increased agitation. I believe this is the best ADHD medicine on the market."""
dexedrine,For ADHD,"For ADHD""I have taken pretty much every type of medication for ADHD. Dextroamphetamine, by far, works best for me. While Adderall contains dextroamphetamine, the l-amphetamine, and it gives me very bad anxiety. Dextroamphetamine helps me focus without causing extra anxiety, and I prefer the instant release, which allows me to fall asleep. Ritalin caused anxiety even worse than Adderall did. One thing I recommend is to take a day or two off every week or so. If not, your tolerance might build up, and you might find the medication is not working. Also, you need to learn to pay attention to your body's other signals telling you when to eat. You probably will not feel hungry, and your stomach. This does not mean you don't need food, however."""
dexedrine,For Narcolepsy,"For Narcolepsy""Hopefully my experience will give some with narcolepsy a little bit of relief taking this medicine. I started taking Dexedrine when I was 31 years old and 100 tablets of Dexedrine cost $5. I am now 71 years old and have been taking this for 40 years and I am still alive without any bad side effects that I am aware of. After taking Dexedrine, I finished nursing school and became an RN. Since that time, I have retired. As a teenager in high school, I thought that studying was going to my bed with a book and falling asleep. If it wasn't for a clerical course, I would have never graduated as I couldn't fall asleep typing or taking shorthand. I was amazed how Dexedrine helped me. My dose is 2 10 mg tablets 3 times a day."""
dexedrine,For ADHD,"For ADHD""I'm 46 and was diagnosed with ADHD 2 times when I was a kid but never took the medicine. My life's always felt out of control and an emotional roller coaster. I tried Adderall first, but it made me too jumpy. I switched to Dextroamphetamine, and once I got past the first week and up to my 20 mg a day, everything became so much easier to deal with in life. Less stress, better sleep at night, and makes me feel 'normal'. Best medicine in the world, but the cost is absolutely ridiculous as I have no insurance."""
dexedrine,For ADHD,"For ADHD""I would suggest anyone on this, to stop or take a break once you've noticed your reasoning, memory recall abilities becoming hindered. Even though I'm happy with the benefits of focus, it's not worth losing your short-term memory. Over time, I noticed my math skills declined, followed by my word recall, spelling, and now I can't remember stories or study material. It's extremely debilitating, I'm trying to figure out how to reverse the side effects."""
dexedrine,Unknown Condition,"""This drug is incredible. Without this drug, I would not be able to work 45 hours a week. I went on a leave of absence until I got 20 mg. I crave sleep almost all the time when not on this drug. On the Dex, I can get up and get to work. It increases my energy level 3 out of 10. So a 4/10 becomes a 7/10. Which is my max (ok, rarely an 8). I have 1/10 days, usually 2 to 3 days a month, so I skip taking the Dex and sleep 15 hours. I shall add I get zero side effects, so I am very fortunate. The Dex is not a miracle, but it allows me to make $$ for my family. I enjoy working, and I also enjoy some free time. Without it, frankly, my life would be a disaster."""
dexedrine,For ADHD,"For ADHD""My son is now 9. Since 4 years old, we have tried every single (literally!) ADHD medication on the market, and every single (literally!) medication was never without any serious side effects. My son's specialist suggested Dexedrine as the very last alternative before trying antidepressants. I was hopelessly optimistic, but this medication is truly a gift. I don't know how else to describe it other than being 'smooth' and without it I don't know what we would do. His specialist basically said this medicine is a more pure form of amphetamine than the other name brands on the market. If you have tried medicine after medicine... give this a try. It has saved my son and our family."""
dexedrine,For ADHD,"For ADHD""Been on Vyvanse for 3 years, Adderall XL, & Adderall for another 3 years with limited success. I take a lot of other medications for mania & am always tired in addition to lacking focus... for the first time in years, I can watch a movie, read a book, make it through multitasking a workday. Maybe this is what normal is meant to feel like—a world without yawns and easy distractions? Have I truly found a way to make it through a two-hour movie? I think a new chapter in my life just opened..."""
dexedrine,For ADHD,"For ADHD""I was diagnosed with ADHD six months ago. I am 30 years old. My whole life has been a big problem with taking school, finance, and friendship seriously. I have, on the other hand, been a person with a good mood, charm, and a sense of adventure. All these are good qualities you think? Not really. I've developed alcoholism, I've never had a financial surplus, I've lost touch with most of my good friends, and I've never accomplished anything I've set myself the goal of. I began to understand why my life has become so miserable. I started exposing myself to all kinds of things - for the first time I felt solid - a sense of integrity. At the same time, it was a great stress. After a month, I began to think that my whole life had just been a big joke. Before you start taking this medicine: Be prepared to experience identity disorder. NEGATIVE: My hair has gone from thick to thin, my skin is not so smooth anymore, and sometimes sleep can be very difficult."""
dexedrine,For ADHD,"For ADHD""Adderall 30mg/day = you feel like a genius, work hard, EYES OPEN WIDE. But at the end of the work day, I still couldn't stop myself from falling asleep on the skytrain at around 4:30 pm when I try to read. Don't think it helped much with depression and anxiety. Dexedrine 3 10mg/day = You have tunnel vision, Focused, block out distractions, helps with my severe anxiety. I think the depression is pretty under control too. Can read all day if I want. Could have really used this when I began my studies, 4 years ago! Not a month ago, with one course.... Either one, I think you perform better at work and school, but Adderall just wore off, so studying after work, you would still need coffee, or a power nap"""
dexedrine,For ADHD,"For ADHD""I have no official diagnosis yet. I don't remember ever feeling so at peace. My mind is still. I can breathe for the first time. I relax like never before. A wee bit sleepy. This will make me a better, much happier person instead of who I was: someone who was always racing around in circles, chasing my tail."""
dexedrine,For ADHD,"For ADHD""So I started Zoloft in my 20s, it worked really great for a couple of years. So when I got any depression flare-ups again, I was put on antidepressants, but noticed they weren’t working anymore. I still feel those symptoms: sadness, low self-esteem, no energy to do anything, forgetting things, procrastinating a lot, hard to concentrate and finish a task. I wondered if I had ADD. It all pointed to Adult ADD. I told my doc of my beliefs and maybe I was misdiagnosed. I tried more antidepressants which were having no effect. Then my therapist convinced my doctor to prescribe me Dexedrine 10mg just in the morning. The first day I took my pill, my eyes were open, the energy was there, and I couldn’t believe it worked. Now, on the 3rd day with just one 10mg pill in the morning, it stopped working. In my opinion, I believe a lot of people are misdiagnosed, thinking they have depression instead of ADD or ADHD."""
dexedrine,For ADHD,"For ADHD""The very best ADHD medicine I’ve tried! I started out on methylphenidate, which did absolutely nothing for me, then switched to Adderall, which worked but caused me anxiety quite often. After being on Adderall for a while, I did my own research and came across Dexedrine/dextroamphetamine and how tons of people who struggled with anxiety on other ADHD meds loved it. I asked my doctor to switch, and I am so thankful that I did!! With Dexedrine, I don’t feel anxious or jittery, but have tons of drive and focus to get things done! I have to point out, for those of you who like Adderall and the “speedy“ feeling you get from it, then Dexedrine may not be for you. However, if you are like me and don’t like feeling like you’ve taken a narcotic stimulant, then you should certainly try Dexedrine/dextroamphetamine… You won’t regret it!! It feels far more natural for me personally than Adderall ever did. I am so thankful for this medication!"""
dexedrine,For ADHD,"For ADHD""Have been taking Dexedrine spansules (10 mg) for over 2 years, three times per day. I never knew I had rank ADHD all my life - problems with school, the law. I am 47 and have noticed my ambition for life has increased, having more energy. I used to be tired a lot, complaining, generally overall agitated. At the same time, I have many comorbidities to deal with but fortunately don't have to take any anxiety meds. Dexedrine is all I know, and I am satisfied with the results."""
dexedrine,For ADHD,"For ADHD""Have been on dextroamphetamine for a very long time for ADHD. Started with the name brand but switched to generic due to costs. Generics appear to vary widely. Neither Teva nor Aurobindo work for me at all. Worthless for me. Mallinckrodt works, as does the brand name, but I can't access Mallinckrodt. Someone has suggested Zenzedi (tablet, not capsule). It is a generic-simply named. Anyone have any experience with it? Anyone have a similar experience with Teva or Aurobindo? Either the inactive ingredients are sufficiently different to cause problems for me, or they don't include the same dosage of the active ingredient. Anyone know which? Dexedrine itself has made a huge difference in my life."""
dexedrine,For ADHD,"For ADHD""No buzz, no crash, just adds the focus I need to overcome my ADD (not hyperactive) and get things done. I don't need to have the gun of a deadline on my head to start and complete quality work. I always knew I had good intellectual potential, but I was diffuse like a lens out of focus. This enables me to deliver my full measure since 2010. My MD had me trial Vyvanse, Ritalin, Adderall, and Dexedrine. While all helped me with ADD symptoms, Dexedrine is the one that does not have any detrimental side effects and feels the cleanest (does not change my behavior, my head feels normal but focused). I also like the possibility of getting 'off' the medication if I don't have anything important in the afternoon, I just will not take the noon pill. It also helped me keep my tolerance down over the years. I am still at 5 mg twice a day. My BP is 120/80, I am physically active at 50 years old. All men starting stimulant meds: check your hair and get appropriate preventative hair loss treatment EARLY!"""
dexedrine,For ADHD,"For ADHD""After 38 years of thinking my brain was broken, I finally have found relief for the constant overthinking, anxiety, and racing thoughts. My whole life I’ve been an anxious person but still managed to do well in school and become a medical professional. It never occurred to me or my family that I was suffering from severe hyperactivity. I was constantly restless, had chronic insomnia, and was obsessed about food. I always assumed I just had an anxiety disorder and didn’t know how to shut my brain off. I had tried SSRIs, Xanax, supplements. Nothing seemed to work and usually just made me feel worse. It wasn’t until I tried Wellbutrin and passed out for 8 hours that my treating doctor suspected I might have ADHD. I was given an evaluation and took my first stimulant (Adderall) and behold, I fell asleep within 30 minutes. Adderall made me too foggy and tired, Ritalin made me tired and had heart palpitations, but Dexedrine has been quite literally perfect. It’s changed my life."""
dexedrine,For ADHD,"For ADHD""I wouldn't use any other type of ADHD medication! Adderall & many of the newer ADHD medications cause agitation & symptoms that make my condition worse. If I didn't use Dexedrine, I wouldn't take medication to treat my ADHD! More people need to educate themselves on how to treat ADHD."""
