drug,side_effect,comment,score
vyvanse,irritability,"For Chronic Fatigue Syndrome""I have tried several medications for chronic fatigue syndrome and nothing seems to help more than an hour or two. Vyvanse is a wonderful medication for chronic daytime sleepiness and fatigue. I could not believe the amount of work I was able to get done. It does not make you feel 'drugged' like other medications do. I felt like my old self again, before the days of CFS.""",6.520544469356537
vyvanse,irritability,"""Addressing the misinformed subscriber who proclaimed, 'Vyvanse is SPEED!', and that its use led to his rapid addiction to speed. This is clinically not possible. Though there is an underlying component of amphetamine in this med, it is moreover a CNS (Central Nervous System Stimulant), as is strattera (which contains a large percentage of norepinephrine in it and may help those battling depression as well as ADD). Guess what else is classified as a CNS - your morning coffee. We all recognize Folgers and Nescafe as unregulated gateway drugs, so shouldn't we get excited about them as some of these 'users and their abuses of caffeine' aside the evils of Vyvanse? Personal responsibility and accountability are key.""",6.475269377231598
vyvanse,irritability,"For Binge Eating Disorder""Been taking Vyvanse for binge eating disorder on and off for 2 years. It is the only thing that's helped me stop bingeing, therapy has never worked. It lifts the mental fog that usually clouds my judgment and leads to a binge, helps me understand my body's 'I'm full' cues, and reduces cravings. Now that I've fully committed to taking it daily, it's even helped me challenge my worst disordered food fears. In the past, when I lost weight, I only ate low-calorie unhealthy foods, but now I have the ability to challenge myself to eat healthy too, without being scared.""",6.4722378849983215
vyvanse,irritability,"""I started taking Vyvanse sophomore year of high school, and my grades went up, and I actually became a good student. But I went from 142 lbs to 117 lbs. Not a good medicine if you are not okay with losing weight.""",6.45305722951889
vyvanse,irritability,"For Binge Eating Disorder""I was put on Vyvanse after my doctor diagnosed me with binge-eating disorder. Before this drug, I struggled for 6 years battling this eating disorder and gaining pounds along the way. Almost 2 years later and with the help of this medication, I have lost over 100 pounds. I feel great, this medication should be watched and used properly. My doctor was great about letting me know that it could make me stop eating altogether.""",6.444323360919952
vyvanse,irritability,"""This drug ruins lives. It causes moodiness, angry outbursts, and paranoia. Unfortunately, due to the nature of the beast, the individuals don't see themselves as moody, unhappy, or angry. Despite the claims, it is not non-addictive and it does cause addiction in some individuals. 

I've seen it in kids and adults. If you are using it for your kids, I don't judge you (because medication can be life changing and necessary for functioning), just monitor emotional/social side effects. I hope it works well for some people, but I've seen it cause so much turmoil.""",6.436028063297272
vyvanse,irritability,"For Binge Eating Disorder""Taking Vyvanse for Binge Eating Disorder. Struggled my entire life with food. Weight has gone up and down countless times depending on if I'm in my healthy mode or my bingeing mode. Started Vyvanse 6 months ago and didn't think it worked at first, so stopped. Tried it again and this time it clicked. I can feel when my body is satiated AND am able to stop eating. I can go an entire day and not think about food, which is a miracle. I think this must be how it feels for 'normal' people.""",6.433832764625549
vyvanse,hypotension,"For Binge Eating Disorder""I fought BED (binge eating disorder) and purging for 12 years before my PCP told me about Vyvanse. After a few days of taking the medication, all the obsession and thoughts were gone. Wow. Thank you Vyvanse""",6.415746569633484
vyvanse,hypotension,"""I started taking this pill and immediately noticed the difference. My life literally changed the moment I took the first pill. While I suffered from uncontrollable speech the first 2 days, but my body adjusted. I started with 50mg, and I now take 70mg. I am 23 years old. Some other side effects I have experienced are decreased libido, loss of weight, and appetite. However, I can concentrate on anything. This pill has taken the characteristic of lazy out of me. I am more productive than ever.""",6.372915267944336
vyvanse,hypotension,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",6.3634660840034485
vyvanse,hypotension,"""Addressing the misinformed subscriber who proclaimed, 'Vyvanse is SPEED!', and that its use led to his rapid addiction to speed. This is clinically not possible. Though there is an underlying component of amphetamine in this med, it is moreover a CNS (Central Nervous System Stimulant), as is strattera (which contains a large percentage of norepinephrine in it and may help those battling depression as well as ADD). Guess what else is classified as a CNS - your morning coffee. We all recognize Folgers and Nescafe as unregulated gateway drugs, so shouldn't we get excited about them as some of these 'users and their abuses of caffeine' aside the evils of Vyvanse? Personal responsibility and accountability are key.""",6.362589657306671
vyvanse,hypotension,"For Chronic Fatigue Syndrome""I have tried several medications for chronic fatigue syndrome and nothing seems to help more than an hour or two. Vyvanse is a wonderful medication for chronic daytime sleepiness and fatigue. I could not believe the amount of work I was able to get done. It does not make you feel 'drugged' like other medications do. I felt like my old self again, before the days of CFS.""",6.34453809261322
vyvanse,hypotension,"""I started taking Vyvanse sophomore year of high school, and my grades went up, and I actually became a good student. But I went from 142 lbs to 117 lbs. Not a good medicine if you are not okay with losing weight.""",6.305615723133087
vyvanse,hypotension,"For Binge Eating Disorder""Been taking Vyvanse for binge eating disorder on and off for 2 years. It is the only thing that's helped me stop bingeing, therapy has never worked. It lifts the mental fog that usually clouds my judgment and leads to a binge, helps me understand my body's 'I'm full' cues, and reduces cravings. Now that I've fully committed to taking it daily, it's even helped me challenge my worst disordered food fears. In the past, when I lost weight, I only ate low-calorie unhealthy foods, but now I have the ability to challenge myself to eat healthy too, without being scared.""",6.294565558433533
vyvanse,hypotension,"For Binge Eating Disorder""I was put on Vyvanse after my doctor diagnosed me with binge-eating disorder. Before this drug, I struggled for 6 years battling this eating disorder and gaining pounds along the way. Almost 2 years later and with the help of this medication, I have lost over 100 pounds. I feel great, this medication should be watched and used properly. My doctor was great about letting me know that it could make me stop eating altogether.""",6.291767954826355
vyvanse,hypotension,"""This drug ruins lives. It causes moodiness, angry outbursts, and paranoia. Unfortunately, due to the nature of the beast, the individuals don't see themselves as moody, unhappy, or angry. Despite the claims, it is not non-addictive and it does cause addiction in some individuals. 

I've seen it in kids and adults. If you are using it for your kids, I don't judge you (because medication can be life changing and necessary for functioning), just monitor emotional/social side effects. I hope it works well for some people, but I've seen it cause so much turmoil.""",6.287316560745239
vyvanse,hypotension,"For Binge Eating Disorder""Taking Vyvanse for Binge Eating Disorder. Struggled my entire life with food. Weight has gone up and down countless times depending on if I'm in my healthy mode or my bingeing mode. Started Vyvanse 6 months ago and didn't think it worked at first, so stopped. Tried it again and this time it clicked. I can feel when my body is satiated AND am able to stop eating. I can go an entire day and not think about food, which is a miracle. I think this must be how it feels for 'normal' people.""",6.285927951335907
vyvanse,bradycardia,"For Binge Eating Disorder""I fought BED (binge eating disorder) and purging for 12 years before my PCP told me about Vyvanse. After a few days of taking the medication, all the obsession and thoughts were gone. Wow. Thank you Vyvanse""",6.411616563796997
vyvanse,bradycardia,"""Addressing the misinformed subscriber who proclaimed, 'Vyvanse is SPEED!', and that its use led to his rapid addiction to speed. This is clinically not possible. Though there is an underlying component of amphetamine in this med, it is moreover a CNS (Central Nervous System Stimulant), as is strattera (which contains a large percentage of norepinephrine in it and may help those battling depression as well as ADD). Guess what else is classified as a CNS - your morning coffee. We all recognize Folgers and Nescafe as unregulated gateway drugs, so shouldn't we get excited about them as some of these 'users and their abuses of caffeine' aside the evils of Vyvanse? Personal responsibility and accountability are key.""",6.366878926753998
vyvanse,bradycardia,"For Chronic Fatigue Syndrome""I have tried several medications for chronic fatigue syndrome and nothing seems to help more than an hour or two. Vyvanse is a wonderful medication for chronic daytime sleepiness and fatigue. I could not believe the amount of work I was able to get done. It does not make you feel 'drugged' like other medications do. I felt like my old self again, before the days of CFS.""",6.355423748493195
vyvanse,bradycardia,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",6.3395222425460815
vyvanse,bradycardia,"""I started taking this pill and immediately noticed the difference. My life literally changed the moment I took the first pill. While I suffered from uncontrollable speech the first 2 days, but my body adjusted. I started with 50mg, and I now take 70mg. I am 23 years old. Some other side effects I have experienced are decreased libido, loss of weight, and appetite. However, I can concentrate on anything. This pill has taken the characteristic of lazy out of me. I am more productive than ever.""",6.330199897289276
vyvanse,bradycardia,"""My 11-year-old son was diagnosed with ADHD 2 months ago. He was failing school (all F's but tested at a high school level). After starting Vyvanse, he now has all A's and two B's. It has helped him to concentrate and work to his ability. This new drug has given him his life back. Side effects were mild, and the life effects were out of this world!""",6.281922817230225
vyvanse,bradycardia,"For Binge Eating Disorder""Been taking Vyvanse for binge eating disorder on and off for 2 years. It is the only thing that's helped me stop bingeing, therapy has never worked. It lifts the mental fog that usually clouds my judgment and leads to a binge, helps me understand my body's 'I'm full' cues, and reduces cravings. Now that I've fully committed to taking it daily, it's even helped me challenge my worst disordered food fears. In the past, when I lost weight, I only ate low-calorie unhealthy foods, but now I have the ability to challenge myself to eat healthy too, without being scared.""",6.274743735790253
vyvanse,bradycardia,"""I started taking Vyvanse sophomore year of high school, and my grades went up, and I actually became a good student. But I went from 142 lbs to 117 lbs. Not a good medicine if you are not okay with losing weight.""",6.274094104766846
vyvanse,bradycardia,"""I have anxiety, depression, OCD, and PTSD. Vyvanse took care of my depression, anxiety, and PTSD. My straight A GPA skyrocketed to a straight 99% in every single class. I'm in the master's program now and my life has flipped a 180. I'm a functional, happy adult.""",6.238949179649353
vyvanse,bradycardia,"""I started taking Vyvanse in early January 2024, shortly after my 40th birthday. It’s now July 2024, about 6 months later, and I’ve lost somewhere in the neighborhood of 50 pounds. That said - my prescription is for ADHD and not binge eating disorder, but after doing a little reading, I likely have struggled with BED alongside my ADHD symptoms. This medication isn’t perfect, but it’s certainly what I needed rather than all of the heavy psych meds I was on for a dozen years because of a misdiagnosis. Overall, Vyvanse has been a game-changer and has quite literally saved my life.""",6.2377923130989075
vyvanse,no adverse event,"""I started taking this pill and immediately noticed the difference. My life literally changed the moment I took the first pill. While I suffered from uncontrollable speech the first 2 days, but my body adjusted. I started with 50mg, and I now take 70mg. I am 23 years old. Some other side effects I have experienced are decreased libido, loss of weight, and appetite. However, I can concentrate on anything. This pill has taken the characteristic of lazy out of me. I am more productive than ever.""",0.6957552433013916
vyvanse,no adverse event,"""Incredible. I was on Adderall for over a year. My doctor switched me to Vyvanse four days ago. Since day one, I have felt better than ever. That 'nervous-jittery feeling' (perfect description) as well as anxiety and teeth-grinding that I had while on Adderall is totally gone. I feel 'normal'. I am able to concentrate and focus calmly, and am no longer plagued by excessive energy. I feel healthy, and everyone around me has noticed the positive difference in such a short amount of time.""",0.6884967684745789
vyvanse,no adverse event,"For Chronic Fatigue Syndrome""I have tried several medications for chronic fatigue syndrome and nothing seems to help more than an hour or two. Vyvanse is a wonderful medication for chronic daytime sleepiness and fatigue. I could not believe the amount of work I was able to get done. It does not make you feel 'drugged' like other medications do. I felt like my old self again, before the days of CFS.""",0.6880805492401123
vyvanse,no adverse event,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",0.6872742176055908
vyvanse,no adverse event,"""I take 60 mg of Adderall and had to switch because of the shortage that is happening with Adderall, and Vyvanse made me feel absolutely miserable. 70 mg of Vyvanse put me in a place that I never want to go to ever again!""",0.6854920387268066
vyvanse,no adverse event,"For Binge Eating Disorder""I fought BED (binge eating disorder) and purging for 12 years before my PCP told me about Vyvanse. After a few days of taking the medication, all the obsession and thoughts were gone. Wow. Thank you Vyvanse""",0.6831457614898682
vyvanse,no adverse event,"""This drug ruins lives. It causes moodiness, angry outbursts, and paranoia. Unfortunately, due to the nature of the beast, the individuals don't see themselves as moody, unhappy, or angry. Despite the claims, it is not non-addictive and it does cause addiction in some individuals. 

I've seen it in kids and adults. If you are using it for your kids, I don't judge you (because medication can be life changing and necessary for functioning), just monitor emotional/social side effects. I hope it works well for some people, but I've seen it cause so much turmoil.""",0.6826769709587097
vyvanse,no adverse event,"""Addressing the misinformed subscriber who proclaimed, 'Vyvanse is SPEED!', and that its use led to his rapid addiction to speed. This is clinically not possible. Though there is an underlying component of amphetamine in this med, it is moreover a CNS (Central Nervous System Stimulant), as is strattera (which contains a large percentage of norepinephrine in it and may help those battling depression as well as ADD). Guess what else is classified as a CNS - your morning coffee. We all recognize Folgers and Nescafe as unregulated gateway drugs, so shouldn't we get excited about them as some of these 'users and their abuses of caffeine' aside the evils of Vyvanse? Personal responsibility and accountability are key.""",0.6792929172515869
vyvanse,no adverse event,"""Vyvanse has been wonderful to me. Struggling with ADHD, mood swings, and anxiety has not. I am even diagnosed with narcolepsy. With this in mind, I now have the ability to make healthier choices without meds, but I still strongly recommend Vyvanse. AA (Al-Anon) has changed my life, and I don't drink much anymore. I'm thankful for this medicine as well as the lovely people in my life. I love Jesus too. ❤️""",0.6780741214752197
vyvanse,no adverse event,"""I have comorbid ADHD with bipolar and take Vyvanse in addition to a mood stabilizer. I have been on several stimulants since 2019, including Adderall XR and Dexedrine Spansule, and I find Vyvanse to be the optimal choice. My dose is 60mg, and it improves my focus for several hours without a sense of agitation. It also seems to calm my mind and allows me to do one thing at a time. As an academic, I have found that to be particularly beneficial when reading long texts. While I appreciate the relief Vyvanse can bring, I need to reiterate that no single pill is going to offer an immediate fix for any mental health condition. Especially with ADHD, sleep and regular exercise are paramount. Over the last two years, I have realized that stimulants simply won't work for me if I am not well-rested, which I believe is the case for most people. In terms of supplements, I take vitamins (important to find a mix that is suitable for you), omega 3 fish oil, and magnesium daily.""",0.6775950193405151
vyvanse,electrocardiogram qt prolonged,"For Binge Eating Disorder""I fought BED (binge eating disorder) and purging for 12 years before my PCP told me about Vyvanse. After a few days of taking the medication, all the obsession and thoughts were gone. Wow. Thank you Vyvanse""",6.464992105960846
vyvanse,electrocardiogram qt prolonged,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",6.456716239452362
vyvanse,electrocardiogram qt prolonged,"""Addressing the misinformed subscriber who proclaimed, 'Vyvanse is SPEED!', and that its use led to his rapid addiction to speed. This is clinically not possible. Though there is an underlying component of amphetamine in this med, it is moreover a CNS (Central Nervous System Stimulant), as is strattera (which contains a large percentage of norepinephrine in it and may help those battling depression as well as ADD). Guess what else is classified as a CNS - your morning coffee. We all recognize Folgers and Nescafe as unregulated gateway drugs, so shouldn't we get excited about them as some of these 'users and their abuses of caffeine' aside the evils of Vyvanse? Personal responsibility and accountability are key.""",6.424354255199432
vyvanse,electrocardiogram qt prolonged,"""I have anxiety, depression, OCD, and PTSD. Vyvanse took care of my depression, anxiety, and PTSD. My straight A GPA skyrocketed to a straight 99% in every single class. I'm in the master's program now and my life has flipped a 180. I'm a functional, happy adult.""",6.411322474479675
vyvanse,electrocardiogram qt prolonged,"""I started taking this pill and immediately noticed the difference. My life literally changed the moment I took the first pill. While I suffered from uncontrollable speech the first 2 days, but my body adjusted. I started with 50mg, and I now take 70mg. I am 23 years old. Some other side effects I have experienced are decreased libido, loss of weight, and appetite. However, I can concentrate on anything. This pill has taken the characteristic of lazy out of me. I am more productive than ever.""",6.409260332584381
vyvanse,electrocardiogram qt prolonged,"""My 11-year-old son was diagnosed with ADHD 2 months ago. He was failing school (all F's but tested at a high school level). After starting Vyvanse, he now has all A's and two B's. It has helped him to concentrate and work to his ability. This new drug has given him his life back. Side effects were mild, and the life effects were out of this world!""",6.4084585309028625
vyvanse,electrocardiogram qt prolonged,"For Chronic Fatigue Syndrome""I have tried several medications for chronic fatigue syndrome and nothing seems to help more than an hour or two. Vyvanse is a wonderful medication for chronic daytime sleepiness and fatigue. I could not believe the amount of work I was able to get done. It does not make you feel 'drugged' like other medications do. I felt like my old self again, before the days of CFS.""",6.397368490695953
vyvanse,electrocardiogram qt prolonged,"""I started taking Vyvanse sophomore year of high school, and my grades went up, and I actually became a good student. But I went from 142 lbs to 117 lbs. Not a good medicine if you are not okay with losing weight.""",6.383573472499847
vyvanse,electrocardiogram qt prolonged,"For Binge Eating Disorder""Been taking Vyvanse for binge eating disorder on and off for 2 years. It is the only thing that's helped me stop bingeing, therapy has never worked. It lifts the mental fog that usually clouds my judgment and leads to a binge, helps me understand my body's 'I'm full' cues, and reduces cravings. Now that I've fully committed to taking it daily, it's even helped me challenge my worst disordered food fears. In the past, when I lost weight, I only ate low-calorie unhealthy foods, but now I have the ability to challenge myself to eat healthy too, without being scared.""",6.344956398010254
vyvanse,electrocardiogram qt prolonged,"""Vyvanse has been wonderful to me. Struggling with ADHD, mood swings, and anxiety has not. I am even diagnosed with narcolepsy. With this in mind, I now have the ability to make healthier choices without meds, but I still strongly recommend Vyvanse. AA (Al-Anon) has changed my life, and I don't drink much anymore. I'm thankful for this medicine as well as the lovely people in my life. I love Jesus too. ❤️""",6.344211459159851
vyvanse,toxicity to various agents,"""Addressing the misinformed subscriber who proclaimed, 'Vyvanse is SPEED!', and that its use led to his rapid addiction to speed. This is clinically not possible. Though there is an underlying component of amphetamine in this med, it is moreover a CNS (Central Nervous System Stimulant), as is strattera (which contains a large percentage of norepinephrine in it and may help those battling depression as well as ADD). Guess what else is classified as a CNS - your morning coffee. We all recognize Folgers and Nescafe as unregulated gateway drugs, so shouldn't we get excited about them as some of these 'users and their abuses of caffeine' aside the evils of Vyvanse? Personal responsibility and accountability are key.""",6.143522620201111
vyvanse,toxicity to various agents,"For Chronic Fatigue Syndrome""I have tried several medications for chronic fatigue syndrome and nothing seems to help more than an hour or two. Vyvanse is a wonderful medication for chronic daytime sleepiness and fatigue. I could not believe the amount of work I was able to get done. It does not make you feel 'drugged' like other medications do. I felt like my old self again, before the days of CFS.""",6.133485496044159
vyvanse,toxicity to various agents,"For Binge Eating Disorder""I fought BED (binge eating disorder) and purging for 12 years before my PCP told me about Vyvanse. After a few days of taking the medication, all the obsession and thoughts were gone. Wow. Thank you Vyvanse""",6.127027809619904
vyvanse,toxicity to various agents,"""I started taking this pill and immediately noticed the difference. My life literally changed the moment I took the first pill. While I suffered from uncontrollable speech the first 2 days, but my body adjusted. I started with 50mg, and I now take 70mg. I am 23 years old. Some other side effects I have experienced are decreased libido, loss of weight, and appetite. However, I can concentrate on anything. This pill has taken the characteristic of lazy out of me. I am more productive than ever.""",6.11717814207077
vyvanse,toxicity to various agents,"""My 11-year-old son was diagnosed with ADHD 2 months ago. He was failing school (all F's but tested at a high school level). After starting Vyvanse, he now has all A's and two B's. It has helped him to concentrate and work to his ability. This new drug has given him his life back. Side effects were mild, and the life effects were out of this world!""",6.072308540344238
vyvanse,toxicity to various agents,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",6.064870178699493
vyvanse,toxicity to various agents,"For Binge Eating Disorder""Been taking Vyvanse for binge eating disorder on and off for 2 years. It is the only thing that's helped me stop bingeing, therapy has never worked. It lifts the mental fog that usually clouds my judgment and leads to a binge, helps me understand my body's 'I'm full' cues, and reduces cravings. Now that I've fully committed to taking it daily, it's even helped me challenge my worst disordered food fears. In the past, when I lost weight, I only ate low-calorie unhealthy foods, but now I have the ability to challenge myself to eat healthy too, without being scared.""",6.058297753334045
vyvanse,toxicity to various agents,"""I started taking Vyvanse sophomore year of high school, and my grades went up, and I actually became a good student. But I went from 142 lbs to 117 lbs. Not a good medicine if you are not okay with losing weight.""",6.032979190349579
vyvanse,toxicity to various agents,"""This drug ruins lives. It causes moodiness, angry outbursts, and paranoia. Unfortunately, due to the nature of the beast, the individuals don't see themselves as moody, unhappy, or angry. Despite the claims, it is not non-addictive and it does cause addiction in some individuals. 

I've seen it in kids and adults. If you are using it for your kids, I don't judge you (because medication can be life changing and necessary for functioning), just monitor emotional/social side effects. I hope it works well for some people, but I've seen it cause so much turmoil.""",6.008861601352692
vyvanse,toxicity to various agents,"""I take 60 mg of Adderall and had to switch because of the shortage that is happening with Adderall, and Vyvanse made me feel absolutely miserable. 70 mg of Vyvanse put me in a place that I never want to go to ever again!""",5.997261822223663
vyvanse,agitation,"For Chronic Fatigue Syndrome""I have tried several medications for chronic fatigue syndrome and nothing seems to help more than an hour or two. Vyvanse is a wonderful medication for chronic daytime sleepiness and fatigue. I could not believe the amount of work I was able to get done. It does not make you feel 'drugged' like other medications do. I felt like my old self again, before the days of CFS.""",5.1981319189071655
vyvanse,agitation,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",5.124739855527878
vyvanse,agitation,"""Addressing the misinformed subscriber who proclaimed, 'Vyvanse is SPEED!', and that its use led to his rapid addiction to speed. This is clinically not possible. Though there is an underlying component of amphetamine in this med, it is moreover a CNS (Central Nervous System Stimulant), as is strattera (which contains a large percentage of norepinephrine in it and may help those battling depression as well as ADD). Guess what else is classified as a CNS - your morning coffee. We all recognize Folgers and Nescafe as unregulated gateway drugs, so shouldn't we get excited about them as some of these 'users and their abuses of caffeine' aside the evils of Vyvanse? Personal responsibility and accountability are key.""",5.120792269706726
vyvanse,agitation,"""I have anxiety, depression, OCD, and PTSD. Vyvanse took care of my depression, anxiety, and PTSD. My straight A GPA skyrocketed to a straight 99% in every single class. I'm in the master's program now and my life has flipped a 180. I'm a functional, happy adult.""",5.119425058364868
vyvanse,agitation,"""I started taking Vyvanse sophomore year of high school, and my grades went up, and I actually became a good student. But I went from 142 lbs to 117 lbs. Not a good medicine if you are not okay with losing weight.""",5.091909021139145
vyvanse,agitation,"For Binge Eating Disorder""I fought BED (binge eating disorder) and purging for 12 years before my PCP told me about Vyvanse. After a few days of taking the medication, all the obsession and thoughts were gone. Wow. Thank you Vyvanse""",5.090197920799255
vyvanse,agitation,"""My 11-year-old son was diagnosed with ADHD 2 months ago. He was failing school (all F's but tested at a high school level). After starting Vyvanse, he now has all A's and two B's. It has helped him to concentrate and work to his ability. This new drug has given him his life back. Side effects were mild, and the life effects were out of this world!""",5.080942630767822
vyvanse,agitation,"""I take 60 mg of Adderall and had to switch because of the shortage that is happening with Adderall, and Vyvanse made me feel absolutely miserable. 70 mg of Vyvanse put me in a place that I never want to go to ever again!""",5.07604393362999
vyvanse,agitation,"""I started taking this pill and immediately noticed the difference. My life literally changed the moment I took the first pill. While I suffered from uncontrollable speech the first 2 days, but my body adjusted. I started with 50mg, and I now take 70mg. I am 23 years old. Some other side effects I have experienced are decreased libido, loss of weight, and appetite. However, I can concentrate on anything. This pill has taken the characteristic of lazy out of me. I am more productive than ever.""",5.072962939739227
vyvanse,agitation,"For Binge Eating Disorder""I was put on Vyvanse after my doctor diagnosed me with binge-eating disorder. Before this drug, I struggled for 6 years battling this eating disorder and gaining pounds along the way. Almost 2 years later and with the help of this medication, I have lost over 100 pounds. I feel great, this medication should be watched and used properly. My doctor was great about letting me know that it could make me stop eating altogether.""",5.052801012992859
vyvanse,pain,"For Chronic Fatigue Syndrome""I have tried several medications for chronic fatigue syndrome and nothing seems to help more than an hour or two. Vyvanse is a wonderful medication for chronic daytime sleepiness and fatigue. I could not believe the amount of work I was able to get done. It does not make you feel 'drugged' like other medications do. I felt like my old self again, before the days of CFS.""",4.910152941942215
vyvanse,pain,"""I take 60 mg of Adderall and had to switch because of the shortage that is happening with Adderall, and Vyvanse made me feel absolutely miserable. 70 mg of Vyvanse put me in a place that I never want to go to ever again!""",4.822289854288101
vyvanse,pain,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",4.820220530033112
vyvanse,pain,"""I have anxiety, depression, OCD, and PTSD. Vyvanse took care of my depression, anxiety, and PTSD. My straight A GPA skyrocketed to a straight 99% in every single class. I'm in the master's program now and my life has flipped a 180. I'm a functional, happy adult.""",4.817937076091766
vyvanse,pain,"""I started taking this pill and immediately noticed the difference. My life literally changed the moment I took the first pill. While I suffered from uncontrollable speech the first 2 days, but my body adjusted. I started with 50mg, and I now take 70mg. I am 23 years old. Some other side effects I have experienced are decreased libido, loss of weight, and appetite. However, I can concentrate on anything. This pill has taken the characteristic of lazy out of me. I am more productive than ever.""",4.809894114732742
vyvanse,pain,"""Addressing the misinformed subscriber who proclaimed, 'Vyvanse is SPEED!', and that its use led to his rapid addiction to speed. This is clinically not possible. Though there is an underlying component of amphetamine in this med, it is moreover a CNS (Central Nervous System Stimulant), as is strattera (which contains a large percentage of norepinephrine in it and may help those battling depression as well as ADD). Guess what else is classified as a CNS - your morning coffee. We all recognize Folgers and Nescafe as unregulated gateway drugs, so shouldn't we get excited about them as some of these 'users and their abuses of caffeine' aside the evils of Vyvanse? Personal responsibility and accountability are key.""",4.793568551540375
vyvanse,pain,"For Binge Eating Disorder""I fought BED (binge eating disorder) and purging for 12 years before my PCP told me about Vyvanse. After a few days of taking the medication, all the obsession and thoughts were gone. Wow. Thank you Vyvanse""",4.778844773769379
vyvanse,pain,"For Binge Eating Disorder""I started on Vyvanse for BED in Oct. 2018. It gave me lots of energy & loss of appetite & increased my libido! Started on 30 mg & now increased to 70 mg. It's now July 2019 & still on it & was weighing 177 before I started & now weigh 130. Went from size 10 to size 4. I know my dr. will be taking me off of it when I run out. Just hoping my appetite doesn't come back.""",4.772672742605209
vyvanse,pain,"For Binge Eating Disorder""So I started this Vyvanse for my ADD, and I was trying to lose weight at the time too. Once I first started taking it, I saw an improvement. Before meds at all, I was 184 lb, when I first began Vyvanse, I was 150. Four months later, I am 127. I barely have an appetite, but I always do late at night, I guess when it wears off.""",4.7675421833992
vyvanse,pain,"""My (unprofessional) advice is to take positive reviews from people who have taken this drug for a short time with a very large grain of salt.  Vyvanse is basically a legal amphetamine and the body takes time to react to it and eventually builds tolerance to it.  The ""Vyvyanse Crash"" is real, in  my experience, as many others have observed.  This often leads to patients continually upping their dosages.  As for ADD and ADHD, it is interesting that both have become epidemics in the U.S., but not in Europe.  I believe this is because in the US of the massive profitability pharmaceutical experience in developing new drugs for every affliction.  That is just my opinion.  Regular exercise and diet are natural ways to address depression, ADD, ADHD and other conditions.  Common sense, but the pharma companies can't profit from it.  Everyone's physiology is different, so give Vyvance a try.  I hope it helps you.""",4.764802247285843
vyvanse,hypertension,"""Addressing the misinformed subscriber who proclaimed, 'Vyvanse is SPEED!', and that its use led to his rapid addiction to speed. This is clinically not possible. Though there is an underlying component of amphetamine in this med, it is moreover a CNS (Central Nervous System Stimulant), as is strattera (which contains a large percentage of norepinephrine in it and may help those battling depression as well as ADD). Guess what else is classified as a CNS - your morning coffee. We all recognize Folgers and Nescafe as unregulated gateway drugs, so shouldn't we get excited about them as some of these 'users and their abuses of caffeine' aside the evils of Vyvanse? Personal responsibility and accountability are key.""",6.286997556686401
vyvanse,hypertension,"""I started taking this pill and immediately noticed the difference. My life literally changed the moment I took the first pill. While I suffered from uncontrollable speech the first 2 days, but my body adjusted. I started with 50mg, and I now take 70mg. I am 23 years old. Some other side effects I have experienced are decreased libido, loss of weight, and appetite. However, I can concentrate on anything. This pill has taken the characteristic of lazy out of me. I am more productive than ever.""",6.278864800930023
vyvanse,hypertension,"For Binge Eating Disorder""I fought BED (binge eating disorder) and purging for 12 years before my PCP told me about Vyvanse. After a few days of taking the medication, all the obsession and thoughts were gone. Wow. Thank you Vyvanse""",6.266275405883789
