drug,side_effect,comment,score
vyvanse,anger,"""I am in my thirties, and Vyvanse was the first drug I tried for ADHD. At 20 mg, it was great for my symptoms, but only until about noon. Over a couple of weeks, I went to 30 mg and 40 mg. It was less helpful as I stepped up the dose, and I started getting terrible headaches in the evening. I will be trying something else.""",2.0714841187000275
vyvanse,anger,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",2.0569863468408585
vyvanse,anger,"""Vyvanse has been wonderful to me. Struggling with ADHD, mood swings, and anxiety has not. I am even diagnosed with narcolepsy. With this in mind, I now have the ability to make healthier choices without meds, but I still strongly recommend Vyvanse. AA (Al-Anon) has changed my life, and I don't drink much anymore. I'm thankful for this medicine as well as the lovely people in my life. I love Jesus too. ❤️""",2.05655674636364
vyvanse,withdrawal syndrome,"For Chronic Fatigue Syndrome""I have tried several medications for chronic fatigue syndrome and nothing seems to help more than an hour or two. Vyvanse is a wonderful medication for chronic daytime sleepiness and fatigue. I could not believe the amount of work I was able to get done. It does not make you feel 'drugged' like other medications do. I felt like my old self again, before the days of CFS.""",0.6052775382995605
vyvanse,withdrawal syndrome,"For Binge Eating Disorder""I have been hiding a severe BED/bulimia problem for 14 years. I would notice health problems (irregular heartbeat, issues with my teeth, etc.), get scared, and stop for a month or two, but would fall right back into it. It was consuming my life. On top of everything else, I was having major issues focusing, which was affecting my work, causing me stress, which led me to eat/purge. I finally spoke to my doctor, and she believed that I had ADHD, and my BED was linked to this. I was given Vyvanse to try. The first day I took it, I felt like a new person. I had energy, drive, focus. I actually worked so hard that day on my laptop that I almost forgot to eat! The obsession was gone. I was now feeding myself to nourish myself. I was so skeptical that anything could help me, but this has changed my life. I’m 8 months in now, and I feel the healthiest I have ever felt. If you suffer from BED or bulimia and are feeling hopeless, I do believe Vyvanse may be worth trying for you.""",0.6036110818386078
vyvanse,withdrawal syndrome,"For Binge Eating Disorder""I was diagnosed early '16 with BED. I have a history of dieting and regaining weight. Sadly, I had gained over 80 lbs in the past 8 years. I tried Weight Watchers, but I couldn't control my eating after 3 attempts. I sought help from a psychologist for the first time because I knew it had to be caused by my emotions. I was prescribed 70 mg of Vyvanse and had no problems from day 1. I had no problems falling asleep. In the first 3 months, it greatly reduced my appetite, so my weight loss was dramatic. I lost approximately 47 lbs. Over the past 3.5 months, I have lost another 31 lbs. It controls my impulses to eat when I'm not hungry. I didn't need to follow a special diet to lose any weight. I can easily control my portion size and no longer like soda or snacking much.""",0.6033360958099365
vyvanse,withdrawal syndrome,"""This drug ruins lives. It causes moodiness, angry outbursts, and paranoia. Unfortunately, due to the nature of the beast, the individuals don't see themselves as moody, unhappy, or angry. Despite the claims, it is not non-addictive and it does cause addiction in some individuals. 

I've seen it in kids and adults. If you are using it for your kids, I don't judge you (because medication can be life changing and necessary for functioning), just monitor emotional/social side effects. I hope it works well for some people, but I've seen it cause so much turmoil.""",0.6029450595378876
vyvanse,withdrawal syndrome,"""Works better than any other stimulant medicine I have tried. I have sensitivity to stimulants; it causes bruxism. The bruxism is absent with a 20 mg dose, and minimal with a 30 mg dose. Other stimulants - I cannot take even the lowest dose without getting the bruxism side effect to the point I can't stand it. Also, I can't 'feel' when it starts working and stops working - which is great. It wears off slowly starting about 7-8 hours after I take it. After 10-11 hours I do not feel it in my system anymore. No insomnia or 'crashing feeling'. Weight loss (okay since I am fat) about 25 lbs in 3 months. My only complaint is it makes me want to smoke. I quit smoking a long time ago. I think about wanting to have a cigarette several times a day.""",0.6025373935699463
vyvanse,withdrawal syndrome,"For Binge Eating Disorder""I have struggled with BED for years. I have been in therapy and tried many different coping mechanisms. I even tried joining Overeaters Anonymous. Nothing worked. I started to see a psychiatrist who tried me on an antidepressant. While I must admit I did have a general sense of feeling better, I was still binging. I have been on Vyvanse 30mg for about 6 weeks now. I have not binged in those 6 weeks! At first, I did experience headaches, nothing a Tylenol couldn't take care of. The headaches disappeared after a week. I still feel the urge to binge at times, but the Vyvanse along with the coping skills put me back in control. Thanks to this medication, I am in control of my binges and my health.""",0.6009694635868073
vyvanse,withdrawal syndrome,"For Binge Eating Disorder""Vyvanse has been great for a near life-long binge eater. I had suffered from undiagnosed binge eating disorder (BED) as well as PTSD (stemming from sexual abuse) since I was a child. My psychiatrist suggested Vyvanse 40mg for the binge eating (also for mild adult ADHD). I figured that because this is a stimulant, I would have panic attacks; WRONG. I have energy and the desire to accomplish goals again. I no longer obsess over food. I no longer feel addicted to sweets/carbs/horrible foods I used to binge on. I no longer binge eat in general, which allows me to be in a calorie deficit and therefore LOSE WEIGHT. I have been taking this medication since 3/20 and am down 15 lbs today on 4/10. TO NO LONGER BE A PRISONER TO FOOD IS AN AMAZING, FREEING FEELING. Side effects: FREEZING COLD HANDS. :) Wishing you all peace, wellness, and a good experience with Vyvanse like I have had so far.""",0.5992568135261536
vyvanse,withdrawal syndrome,"""I am 60 years old and a career woman who has always struggled with completing tasks despite working long hours. I had recently succumbed to depression and loss of self-esteem because I was feeling I was no longer capable of performing my job because of age. I suffered this feeling most of my life, been in therapy and was usually prescribed antidepressants or SSRI inhibitors to treat my symptoms but never the cause of my symptoms. I did not even know adults could suffer from ADD. FINALLY, a therapist took the time to treat the cause of my lifelong struggle instead of merely sedating me. MY LIFE HAS CHANGED!! MY JOB PERFORMANCE AND PERSONAL LIFE HAS IMPROVED. I ACTUALLY ACCOMPLISH THINGS. Why so late in life?""",0.5971395671367645
vyvanse,withdrawal syndrome,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",0.5953504741191864
vyvanse,withdrawal syndrome,"For Binge Eating Disorder""After taking Adderall (which got rid of my appetite), I developed an awful binge/restrict eating cycle and had to stop taking it, but the BED stayed. I gained 100 lb in a year and finally decided to try Vyvanse to curb the habit. I don’t think I’ll ever look back. I don’t get the jitters, nausea, and crashes that I did before, so don’t necessarily let negative experiences with stimulants deter you. I can still eat, but I can’t binge at all. Even if I am very stressed or bored and I emotionally feel like I want a binge, it’s almost like Vyvanse is blocking my consciousness from entering that state. With active habits and healthy eating, I have lost all that weight in just under half a year. I feel like I finally have control over my mind and my body, and nothing has felt so liberating. Note: if you have high BP or are very prone to anxiety, this may not be your favorite. I am very anxious and find that at times it exacerbates my anxiety, but I stay at a low dose (20 mg) to mitigate that.""",0.5935165286064148
vyvanse,seizure,"""I have anxiety, depression, OCD, and PTSD. Vyvanse took care of my depression, anxiety, and PTSD. My straight A GPA skyrocketed to a straight 99% in every single class. I'm in the master's program now and my life has flipped a 180. I'm a functional, happy adult.""",1.7972014248371124
vyvanse,seizure,"""I am 13 years old. I've been on Vyvanse for about 7 years. It really helps me focus and concentrate on things that are important. It also helps me know when and when not to do things, like talk when someone else is talking.""",1.7508512884378433
vyvanse,seizure,"""For the first time in my life, I feel like my mind is mine to explore in ways I could never dream of. My brain is quiet when I need it to be, and emotions are so much more present in my body in a pleasant way that allows me to address them, instead of being at their whims. I feel like a different version of myself, one that can finally stop the shame and anger I directed at myself.""",1.6641564071178436
vyvanse,seizure,"""My wife has been on this for years. As a husband, I personally hate it. It makes her not be herself. When she comes off of it, she becomes very defensive and aggressive. While it works for focus, it tunes out all else that matters in life. I call the drug a relationship killer. It runs her so her on speed during the day while on it. When she comes down at night and weekends. Stay away. It has taken her to being a completely different person than I know and care about.""",1.65533909201622
vyvanse,seizure,"""I'm 47 years old never did well in school but managed. My wife has been saying I am ADD and spoke to my doctor about it. After a few months of office visits, I go monthly. He said he's been watching my responses and wrote me Vyvanse 30mg. All I can say is WOW! Finally, everything makes sense. I get things done, no late afternoon crash, it's fantastic! I have social anxiety very bad, and this miracle drug took it all away! I'm on my second month and a higher dose just to 40mg, and it's perfect! I actually hugged my doctor on the following visit and thanked him for finally turning my light switch on! I can't say enough about this miracle drug Vyvanse! Now I can look forward to a new day instead of dreading having to get out of bed!""",1.653843030333519
vyvanse,seizure,"""My daughter is 8 and has tried other medicines for ADHD. I did not like them because of the side effects, she was like a zombie. With Vyvanse, I don't notice a major change in her personality. And she is focusing better in school. Much better grades. I love this medicine because she still acts like my daughter and not some alien.""",1.6179369390010834
vyvanse,seizure,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",1.6134859696030617
vyvanse,seizure,"For Binge Eating Disorder""I fought BED (binge eating disorder) and purging for 12 years before my PCP told me about Vyvanse. After a few days of taking the medication, all the obsession and thoughts were gone. Wow. Thank you Vyvanse""",1.5781439617276192
vyvanse,seizure,"""I am in my thirties, and Vyvanse was the first drug I tried for ADHD. At 20 mg, it was great for my symptoms, but only until about noon. Over a couple of weeks, I went to 30 mg and 40 mg. It was less helpful as I stepped up the dose, and I started getting terrible headaches in the evening. I will be trying something else.""",1.577578790485859
vyvanse,seizure,"For Binge Eating Disorder""I started on Vyvanse for BED in Oct. 2018. It gave me lots of energy & loss of appetite & increased my libido! Started on 30 mg & now increased to 70 mg. It's now July 2019 & still on it & was weighing 177 before I started & now weigh 130. Went from size 10 to size 4. I know my dr. will be taking me off of it when I run out. Just hoping my appetite doesn't come back.""",1.5600843206048012
vyvanse,application site erythema,"""Works better than any other stimulant medicine I have tried. I have sensitivity to stimulants; it causes bruxism. The bruxism is absent with a 20 mg dose, and minimal with a 30 mg dose. Other stimulants - I cannot take even the lowest dose without getting the bruxism side effect to the point I can't stand it. Also, I can't 'feel' when it starts working and stops working - which is great. It wears off slowly starting about 7-8 hours after I take it. After 10-11 hours I do not feel it in my system anymore. No insomnia or 'crashing feeling'. Weight loss (okay since I am fat) about 25 lbs in 3 months. My only complaint is it makes me want to smoke. I quit smoking a long time ago. I think about wanting to have a cigarette several times a day.""",0.8692187666893005
vyvanse,application site erythema,"""My (unprofessional) advice is to take positive reviews from people who have taken this drug for a short time with a very large grain of salt.  Vyvanse is basically a legal amphetamine and the body takes time to react to it and eventually builds tolerance to it.  The ""Vyvyanse Crash"" is real, in  my experience, as many others have observed.  This often leads to patients continually upping their dosages.  As for ADD and ADHD, it is interesting that both have become epidemics in the U.S., but not in Europe.  I believe this is because in the US of the massive profitability pharmaceutical experience in developing new drugs for every affliction.  That is just my opinion.  Regular exercise and diet are natural ways to address depression, ADD, ADHD and other conditions.  Common sense, but the pharma companies can't profit from it.  Everyone's physiology is different, so give Vyvance a try.  I hope it helps you.""",0.858223021030426
vyvanse,application site erythema,"""Parents putting their kids on this stuff, yikes, man, I just feel bad for your poor child. You realize you're giving them pure amphetamine, right? I would avoid taking amphetamines until your brain has finished developing, age 21-25. It's just absurd that something like Vyvanse is prescribed to children. That said, for adults, this stuff is wondrous. Has changed my life. I've been taking 60 mg Vyvanse for 3 years straight with zero issues. Zero break. Zero tolerance. I'm 32. Male. I've literally tried it all (Dex, Desoxyn, Addie, Provigil) & nothing comes close to Vyvanse! If you truly have ADHD as an adult, this drug will alter your life in such a positive way! Adults only, though! Common parents, you're totally screwing your kids over.""",0.8574607372283936
vyvanse,application site erythema,"""Both my daughter and I take Vyvanse for ADD/ADHD. It has helped us significantly. My daughter initially tried Biphentin, but it did not help her symptoms and caused her not to eat or sleep. With Vyvanse, there is a dramatic improvement of her symptoms and less side effects. It just suppresses her appetite. We take her off occasionally to help her appetite and have also tried a short-acting formulation that she takes after breakfast and again after lunch so her appetite isn’t as affected. I experience very good results on Vyvanse as well (and don’t mind curbing my appetite slightly).""",0.8557853102684021
vyvanse,application site erythema,"""My daughter is 8 and has tried other medicines for ADHD. I did not like them because of the side effects, she was like a zombie. With Vyvanse, I don't notice a major change in her personality. And she is focusing better in school. Much better grades. I love this medicine because she still acts like my daughter and not some alien.""",0.8492542207241058
vyvanse,application site erythema,"""Vyvanse has been wonderful to me. Struggling with ADHD, mood swings, and anxiety has not. I am even diagnosed with narcolepsy. With this in mind, I now have the ability to make healthier choices without meds, but I still strongly recommend Vyvanse. AA (Al-Anon) has changed my life, and I don't drink much anymore. I'm thankful for this medicine as well as the lovely people in my life. I love Jesus too. ❤️""",0.8489623069763184
vyvanse,application site erythema,"""I have ADHD since I was very young. I've been on numerous different medications for it - Adderall XR, Concerta, Strattera, etc. Out of them all, Vyvanse has had the best results. Vyvanse helps me focus, get things done, act my age, and think before I act. I can focus on one thing at a time, rather than twenty things at once. One thing I have noticed about Vyvanse is that it treats my ADHD but doesn't take away from my personality. In other words, it doesn't make me feel like a zombie. I would definitely recommend Vyvanse to anyone with legitimate ADHD!""",0.8477533161640167
vyvanse,application site erythema,"""I have anxiety, depression, OCD, and PTSD. Vyvanse took care of my depression, anxiety, and PTSD. My straight A GPA skyrocketed to a straight 99% in every single class. I'm in the master's program now and my life has flipped a 180. I'm a functional, happy adult.""",0.8451037704944611
vyvanse,application site erythema,"""Oh, if there was an 11, I would give Vyvanse this rating, if it was not for one side effect. But I am not 100% sure it is the Vyvanse. I have been having pretty bad chest pains since I started on Vyvanse a couple of months ago. I even went to the ER for an asthma attack. The trouble is, for the last few years (pre-ADHD diagnosis and any meds) I have been slowly growing into adult-onset asthma. So it's tough even for the doctors to tell if it's from the asthma or the Vyvanse! The ER doc said no, Vyvanse shouldn't cause chest pains, so did my psychiatrist (who I trust and really respect). Long story short--I LOVE VYVANSE!! Has given me my life a whole new meaning. I am the best version of myself. My whole entire extended family notices!""",0.8439155519008636
vyvanse,application site erythema,"For Chronic Fatigue Syndrome""I have tried several medications for chronic fatigue syndrome and nothing seems to help more than an hour or two. Vyvanse is a wonderful medication for chronic daytime sleepiness and fatigue. I could not believe the amount of work I was able to get done. It does not make you feel 'drugged' like other medications do. I felt like my old self again, before the days of CFS.""",0.8417707085609436
vyvanse,condition aggravated,"""I have anxiety, depression, OCD, and PTSD. Vyvanse took care of my depression, anxiety, and PTSD. My straight A GPA skyrocketed to a straight 99% in every single class. I'm in the master's program now and my life has flipped a 180. I'm a functional, happy adult.""",0.770408034324646
vyvanse,condition aggravated,"""My daughter is 8 and has tried other medicines for ADHD. I did not like them because of the side effects, she was like a zombie. With Vyvanse, I don't notice a major change in her personality. And she is focusing better in school. Much better grades. I love this medicine because she still acts like my daughter and not some alien.""",0.7274219691753387
vyvanse,condition aggravated,"For Binge Eating Disorder""I take Vyvanse for ADHD and Binge Eating Disorder. I am a recovered drug/alcohol addict (3.5 years) and that 'urge' moved to food. I am SO happy with Vyvanse, and think I'm finally ready to get off my Suboxone soon. This is the closest to 'normal' I have ever felt.""",0.7102108746767044
vyvanse,condition aggravated,"For Binge Eating Disorder""I am on my 3rd week - first two at 20 mg and now upped to 40. Should be at 60 (max) after the next follow up with my doctor at the end of week 4. I'm 45 and have struggled since the age of 8 with weight and depression. I get by - it's like I'm a high functioning depressed person who works her ass off to try and be healthy and happy. I was tired and broken when my doctor suggested this drug. Her daughter has similar issues so obviously it's personal for her too to understand people with these issues. My experience has been great - I don't feel the urge to binge and my appetite is suppressed. I feel hungry when I should and don't overeat. I love the feeling of being alert. I work hard and these meds have helped me immensely.""",0.7101332247257233
vyvanse,condition aggravated,"""My wife has been on this for years. As a husband, I personally hate it. It makes her not be herself. When she comes off of it, she becomes very defensive and aggressive. While it works for focus, it tunes out all else that matters in life. I call the drug a relationship killer. It runs her so her on speed during the day while on it. When she comes down at night and weekends. Stay away. It has taken her to being a completely different person than I know and care about.""",0.7072014659643173
vyvanse,condition aggravated,"""Vyvanse made me feel like I had dementia; I kept forgetting words and could barely form sentences. I’m only 32, so it was frustrating and overwhelming to feel like I was losing all my brain cells. I am not an emotional person, but I would start crying during work and normal situations, which was embarrassing. I felt socially awkward, withdrew into myself, became very passive, and lost my confidence. I’d fall down the rabbit hole online and accomplish little more than 12 hours of research on topics which have nothing to do with my life. I also became winded and dizzy every time I stood up, which may have also been due to my weight dropping from 100 to 86 lbs while I was on it. Lastly, my vision was absurdly blurry going from 20/20 to 20/60...that wasn’t listed as a side effect at the time, so I thought I was going blind until it subsided after stopping Vyvanse. Overall, I’d say it’s great for weight loss but horrible for mental cognition.""",0.7049760073423386
vyvanse,condition aggravated,"""I am 60 years old and a career woman who has always struggled with completing tasks despite working long hours. I had recently succumbed to depression and loss of self-esteem because I was feeling I was no longer capable of performing my job because of age. I suffered this feeling most of my life, been in therapy and was usually prescribed antidepressants or SSRI inhibitors to treat my symptoms but never the cause of my symptoms. I did not even know adults could suffer from ADD. FINALLY, a therapist took the time to treat the cause of my lifelong struggle instead of merely sedating me. MY LIFE HAS CHANGED!! MY JOB PERFORMANCE AND PERSONAL LIFE HAS IMPROVED. I ACTUALLY ACCOMPLISH THINGS. Why so late in life?""",0.7001902610063553
vyvanse,condition aggravated,"""I've had issues trying to retain information and understanding test questions. There were days where I felt very tired and depressed to where I couldn't wake up, though after forcing myself to get out of bed, I would notice my depression would get worse which made my attention span shorter. But after several years, I decided to enter nursing school. Right off the bat, my fundamentals teacher told me that I was struggling to pay attention and that I seemed tired. She advised me to go see a different psychiatrist. I did take her advice and went to a different psychiatrist. He believed I had borderline ADD non-hyperactive, and he prescribed me Vyvanse. After 3 months of adjusting, I experienced the willingness to participate in more conversations and wanting to engage in certain school activities, which made me happier and more energized.""",0.6975617110729218
vyvanse,condition aggravated,"For Binge Eating Disorder""Day one. This is the first day in the past two years that I haven't overeaten. I had gastric bypass and lost lots of weight. I thought I was fine. Then I was attacked by a co-worker. It set off massive depression and PTSD. I moved from Hawaii to PA and I can't eat that much, but slider food - chips, bread, eggs, diet soda, and coffee with cream. I don't like sweets. But I eat junk. This is the first day without chips/McDonald's/fries. I have no heart racing, no problem with anxiety, no jitters. I was able to choose a nice low-cal dinner, and no chips...they are my weakness. I am so happy to stop the binge.""",0.6971118450164795
vyvanse,condition aggravated,"For Binge Eating Disorder""I was diagnosed early '16 with BED. I have a history of dieting and regaining weight. Sadly, I had gained over 80 lbs in the past 8 years. I tried Weight Watchers, but I couldn't control my eating after 3 attempts. I sought help from a psychologist for the first time because I knew it had to be caused by my emotions. I was prescribed 70 mg of Vyvanse and had no problems from day 1. I had no problems falling asleep. In the first 3 months, it greatly reduced my appetite, so my weight loss was dramatic. I lost approximately 47 lbs. Over the past 3.5 months, I have lost another 31 lbs. It controls my impulses to eat when I'm not hungry. I didn't need to follow a special diet to lose any weight. I can easily control my portion size and no longer like soda or snacking much.""",0.6963938176631927
vyvanse,weight decreased,"For Binge Eating Disorder""I started on Vyvanse for BED in Oct. 2018. It gave me lots of energy & loss of appetite & increased my libido! Started on 30 mg & now increased to 70 mg. It's now July 2019 & still on it & was weighing 177 before I started & now weigh 130. Went from size 10 to size 4. I know my dr. will be taking me off of it when I run out. Just hoping my appetite doesn't come back.""",1.8030984103679657
vyvanse,weight decreased,"""42-year-old male recently diagnosed with ADD (no hyperactivity). Vyvanse is the only medication I've tried and I'm reasonably happy with it. Started 30 mg for 2 weeks. Felt a little jittery and had a funny taste in my mouth. Increased to 70 mg. No longer feel jittery, no funny taste, but my mouth is always dry so I drink a lot of water. Vyvanse seems to help me get more done. I can't say I'm more focused, but I am more motivated, so the end result is more productivity, though not always directed in the best place. It decreased my appetite, so it was easier to switch to a healthier diet. Lost more than 25 lbs. in the first 3 months, which has also helped increase self-esteem, motivation, and energy level.""",1.7857747375965118
vyvanse,weight decreased,"""My daughter is 8 and has tried other medicines for ADHD. I did not like them because of the side effects, she was like a zombie. With Vyvanse, I don't notice a major change in her personality. And she is focusing better in school. Much better grades. I love this medicine because she still acts like my daughter and not some alien.""",1.757174015045166
vyvanse,weight decreased,"""Dr. diagnosed me with ADD, he put me on Vyvanse. It did help me focus but caused near anorexia. It actually helped with depression symptoms that antidepressants were never able to help me with. I never really wanted to eat while I was on the medication. Just no appetite. All of my life was normal/thin. No prior eating disorders. Never was a binge eater. I went from 120 lbs to 100 lbs on the medication. The worst is stopping the medication. Be warned. I developed a never-before binge eating disorder from discontinuing Vyvanse. Gained back all the weight I lost PLUS I have gained an additional 30 pounds on top of my normal weight. I put on about 50 pounds since stopping Vyvanse. I cannot get the weight off. I often think about starting up the pills again to help me rid the after Vyvanse weight gain, but what will happen to me after I stop again? Wish I never started it to begin with.""",1.7551974952220917
vyvanse,weight decreased,"""I am 13 years old. I've been on Vyvanse for about 7 years. It really helps me focus and concentrate on things that are important. It also helps me know when and when not to do things, like talk when someone else is talking.""",1.7522862255573273
vyvanse,weight decreased,"""Works better than any other stimulant medicine I have tried. I have sensitivity to stimulants; it causes bruxism. The bruxism is absent with a 20 mg dose, and minimal with a 30 mg dose. Other stimulants - I cannot take even the lowest dose without getting the bruxism side effect to the point I can't stand it. Also, I can't 'feel' when it starts working and stops working - which is great. It wears off slowly starting about 7-8 hours after I take it. After 10-11 hours I do not feel it in my system anymore. No insomnia or 'crashing feeling'. Weight loss (okay since I am fat) about 25 lbs in 3 months. My only complaint is it makes me want to smoke. I quit smoking a long time ago. I think about wanting to have a cigarette several times a day.""",1.7514467537403107
vyvanse,weight decreased,"For Binge Eating Disorder""I was 306 lb in Aug. 2019. I started taking Vyvanse to treat my ADD and binge eating. I had to start low at 10 mg and increase every 2 weeks by 10 mg. I'm now on 70 mg. This is a miracle drug. I can focus, have energy, and completely have increased my energy. I usually eat just fruits and veggies in small portions. I instantly just wanted healthy foods. This is not a weight loss pill and should only be used if you indeed have ADD or ADHD with BED. But for me, I now weigh 220 lb, so in about 6 and a half months, I'm 85 lbs down! It's actually quite remarkable!""",1.7491407990455627
vyvanse,weight decreased,"For Binge Eating Disorder""I was put on Vyvanse after my doctor diagnosed me with binge-eating disorder. Before this drug, I struggled for 6 years battling this eating disorder and gaining pounds along the way. Almost 2 years later and with the help of this medication, I have lost over 100 pounds. I feel great, this medication should be watched and used properly. My doctor was great about letting me know that it could make me stop eating altogether.""",1.7474595606327057
vyvanse,weight decreased,"For Binge Eating Disorder""I was diagnosed early '16 with BED. I have a history of dieting and regaining weight. Sadly, I had gained over 80 lbs in the past 8 years. I tried Weight Watchers, but I couldn't control my eating after 3 attempts. I sought help from a psychologist for the first time because I knew it had to be caused by my emotions. I was prescribed 70 mg of Vyvanse and had no problems from day 1. I had no problems falling asleep. In the first 3 months, it greatly reduced my appetite, so my weight loss was dramatic. I lost approximately 47 lbs. Over the past 3.5 months, I have lost another 31 lbs. It controls my impulses to eat when I'm not hungry. I didn't need to follow a special diet to lose any weight. I can easily control my portion size and no longer like soda or snacking much.""",1.7445681691169739
vyvanse,weight decreased,"""I started taking this pill and immediately noticed the difference. My life literally changed the moment I took the first pill. While I suffered from uncontrollable speech the first 2 days, but my body adjusted. I started with 50mg, and I now take 70mg. I am 23 years old. Some other side effects I have experienced are decreased libido, loss of weight, and appetite. However, I can concentrate on anything. This pill has taken the characteristic of lazy out of me. I am more productive than ever.""",1.733283370733261
strattera,drug ineffective,Fatigue...,0.7391150593757629
strattera,drug ineffective,Advice: Stopping Strattera,0.7236743569374084
strattera,drug ineffective,Dry mouth,0.6928332448005676
strattera,drug ineffective,Med change ,0.6797708868980408
strattera,drug ineffective,I,0.6750138401985168
strattera,drug ineffective,"Interesting, thanks!",0.6692946553230286
strattera,drug ineffective,Beneficial weight loss?,0.6567944884300232
strattera,drug ineffective,Stomach issues ,0.6558325886726379
strattera,drug ineffective,40 to 60mg,0.6539644598960876
strattera,drug ineffective,What dosage?,0.6457416415214539
strattera,nausea,Fatigue...,7.9524348974227905
strattera,nausea,I,7.4230459332466125
strattera,nausea,Yes.,6.943134248256683
strattera,nausea,No,6.864877939224243
strattera,nausea,Dry mouth,6.691667437553406
strattera,nausea,I have,6.662421882152557
strattera,nausea,"Interesting, thanks!",6.606017112731934
strattera,nausea,Med change ,6.253668785095215
strattera,nausea,Same here,6.120847284793854
strattera,nausea,40 to 60mg,6.077161550521851
strattera,fatigue,Fatigue...,8.592170000076294
strattera,fatigue,I,8.362349390983582
strattera,fatigue,Yes.,7.454998016357422
strattera,fatigue,I have,7.297924280166626
strattera,fatigue,No,7.252071738243103
strattera,fatigue,"Interesting, thanks!",7.1311575174331665
strattera,fatigue,40 to 60mg,6.829241156578064
strattera,fatigue,Med change ,6.745881795883179
strattera,fatigue,Dry mouth,6.479644536972046
strattera,fatigue,Same here,6.366356074810028
strattera,somnolence,TMI Constipation / Working Out ,0.5893641114234924
strattera,somnolence,Dry mouth,0.5784062743186951
strattera,somnolence,Citrucel!,0.5691119432449341
strattera,somnolence,So far no issues.,0.5616306662559509
strattera,somnolence,A lot of prunes,0.5613246560096741
strattera,somnolence,I have,0.557433545589447
strattera,somnolence,No,0.5554649233818054
strattera,somnolence,Yes.,0.5509015917778015
strattera,somnolence,Decreasing for sexual side effects ,0.5433723330497742
strattera,somnolence,Fatigue...,0.5367007851600647
strattera,headache,Fatigue...,8.242340326309204
strattera,headache,I,7.710849404335022
strattera,headache,Yes.,7.199532926082611
strattera,headache,No,7.1031177043914795
strattera,headache,"Interesting, thanks!",6.902195572853088
strattera,headache,I have,6.897864878177643
strattera,headache,Dry mouth,6.8449806571006775
strattera,headache,Med change ,6.555724084377289
strattera,headache,Same here,6.387089908123016
strattera,headache,40 to 60mg,6.363481283187866
strattera,vomiting,Fatigue...,7.943732440471649
strattera,vomiting,I,7.400189757347107
strattera,vomiting,Yes.,6.912479281425476
strattera,vomiting,No,6.823491215705872
strattera,vomiting,Dry mouth,6.712974846363068
strattera,vomiting,I have,6.6097986698150635
strattera,vomiting,"Interesting, thanks!",6.6064528822898865
strattera,vomiting,Med change ,6.395564496517181
strattera,vomiting,40 to 60mg,6.171366333961487
strattera,vomiting,Same here,6.1084707379341125
strattera,insomnia,Stomach issues ,0.730724036693573
strattera,insomnia,severe depression and overall apathy ,0.7119244933128357
strattera,insomnia,"impulsivity, mood swings, anxiety and depression. ",0.7073822021484375
strattera,insomnia,High heart rate,0.6619393229484558
strattera,insomnia,"Absent-mindedness, emotional dysregulation, binge eating.",0.6340038180351257
strattera,insomnia,Terrible diarrhea for 7 days straight after starting Strattera ,0.6064939498901367
strattera,insomnia,TMI Constipation / Working Out ,0.602152943611145
strattera,insomnia,Faster ejaculation,0.5998779535293579
strattera,insomnia,Decreasing for sexual side effects ,0.5889465808868408
strattera,insomnia,"I've lost hair, my libido was gone, migraines,  tremor, hyperflexia,  weight gain, and much more.",0.5691812038421631
strattera,dizziness,Dry mouth,0.8044570088386536
strattera,dizziness,Stomach issues ,0.6944303512573242
strattera,dizziness,Fatigue...,0.6940975189208984
strattera,dizziness,No,0.6844327449798584
strattera,dizziness,What dosage?,0.6578224301338196
strattera,dizziness,Yes.,0.6450543403625488
strattera,dizziness,"Interesting, thanks!",0.6420600414276123
strattera,dizziness,I,0.6356436014175415
strattera,dizziness,Med change ,0.6196527481079102
strattera,dizziness,High heart rate,0.6105603575706482
strattera,abnormal,Fatigue...,8.293663024902344
strattera,abnormal,I,7.8960570096969604
strattera,abnormal,Yes.,7.193131744861603
strattera,abnormal,No,7.054968774318695
strattera,abnormal,I have,6.943548321723938
strattera,abnormal,"Interesting, thanks!",6.92474752664566
strattera,abnormal,Med change ,6.721244513988495
strattera,abnormal,40 to 60mg,6.609550952911377
strattera,abnormal,Dry mouth,6.598924100399017
strattera,abnormal,Same here,6.266966819763184
strattera,suicidal ideation,Stomach issues ,1.2733501195907593
strattera,suicidal ideation,Dry mouth,1.2645683884620667
strattera,suicidal ideation,Fatigue...,1.2474054098129272
strattera,suicidal ideation,Med change ,1.2128064036369324
strattera,suicidal ideation,severe depression and overall apathy ,1.173201084136963
