index,Drug Name,Review Text,cleaned_comments,side_effects
326,concerta,"Thank you !!!
Yeah it was awful, I struggled SO BAD with executive dysfunction, and I had a reduced course-load and accommodations, except I didn’t know I had ADHD, so I didn’t have all the accommodations I needed. Even with the reduced course load I was struggling to start and complete assignments and it would pile up so quickly and I would be smothered. Its a course I LOVE too but that didn’t make a difference for my lack of motivation and such. I also have seizures and tics that are brought on my stress and fatigue so those got SO bad and my health just plummeted. Once I got my ADHD diagnosis and the recommendations my psychologist gave me I was like holy shit. So much of that struggle was ADHD and I had NO IDEA for my whole life 😭 But now I can finally try medication for it, and Concerta may not be working properly right now with the side effects but even the positive effects it gave me shows me how much potential meds have. Definitely gonna look into other meds but I’m relieved to have this option now!",thank you yeah it was awful i struggled so bad with executive dysfunction and i had a reduced course load and accommodations except i didnt know i had adhd so i didnt have all the accommodations i needed even with the reduced course load i was struggling to start and complete assignments and it would pile up so quickly and i would be smothered its a course i love too but that didnt make a difference for my lack of motivation and such i also have seizures and tics that are brought on my stress and fatigue so those got so bad and my health just plummeted once i got my adhd diagnosis and the recommendations my psychologist gave me i was like holy shit so much of that struggle was adhd and i had no idea for my whole life but now i can finally try medication for it and concerta may not be working properly right now with the side effects but even the positive effects it gave me shows me how much potential meds have definitely gonna look into other meds but im relieved to have this option now,[]
327,concerta,"Will do ! I’m keeping a list of my symptoms and experiences so I can speak to my doctor about everything. I’ll see how it goes, and if not good, try something new. I’ve experienced less side effects so far now. Today wasn’t bad except for the anxiety and fuzzy feeling. All the other side effects seem to have subsided, so hopefully the anxiety does eventually to. if not im def trying something else because its hard to deal with for sure 😭",will do im keeping a list of my symptoms and experiences so i can speak to my doctor about everything ill see how it goes and if not good try something new ive experienced less side effects so far now today wasnt bad except for the anxiety and fuzzy feeling all the other side effects seem to have subsided so hopefully the anxiety does eventually to if not im def trying something else because its hard to deal with for sure,['drug ineffective']
353,concerta,"I know how it is. I am assuming you are chasing the initial rush/kick. Redosing won't help.

Chasing that will lead you to very dangerous and depressing places, telling that from experience.

Keeping redosing will simply prevent you from sleeping or eating, which will make you want to take even more. The more you pop the worse it will be once you stop.

It can make you feel like you are going insane. Talk to your doc if that dose is not working. Think about why you redosed, was it because you felt it stopped working or were you chasing a feeling?

I am not judging at all, it's not hard to be dragged when all your life you couldn't focus, but this will bring you no good.

Try to drink water, eat, take a relaxing shower and do relaxing shit. It might suck for a few hours, or maybe not, but stop taking more. 

Talk to your doc about your experience, concerta might not be it for you. But above all, never chase a high.",i know how it is i am assuming you are chasing the initial rushkick redosing wont help chasing that will lead you to very dangerous and depressing places telling that from experience keeping redosing will simply prevent you from sleeping or eating which will make you want to take even more the more you pop the worse it will be once you stop it can make you feel like you are going insane talk to your doc if that dose is not working think about why you redosed was it because you felt it stopped working or were you chasing a feeling i am not judging at all its not hard to be dragged when all your life you couldnt focus but this will bring you no good try to drink water eat take a relaxing shower and do relaxing shit it might suck for a few hours or maybe not but stop taking more talk to your doc about your experience concerta might not be it for you but above all never chase a high,[]
355,concerta,"This is a dangerous overdose and not going to make concerta any more effective. You need sleep. 

Sorry about your psych. I've been there with doctors who just won't listen. But taking 270mg of concerta over a day is not the answer.",this is a dangerous overdose and not going to make concerta any more effective you need sleep sorry about your psych ive been there with doctors who just wont listen but taking mg of concerta over a day is not the answer,['drug ineffective']
363,concerta,"I feel this, with Concerta, I find that the Osmotic release system doesn't sit well with my nervous system, I don't find it consistent enough - When it works, its great. 

I took my Concerta (27mg) at 9am, took until 11am for it to kick-in but I couldn't do anything productive, I just watched the football match lol, I end up taking a nap because I feel fatigued (probably cause I didn't take my booster) 

After hours of procrastinating, I take my 10mg Ritalin and manage to run the dishwasher, put away laundry, order groceries and clean up my place a bit as I had company over in the evening

10mg felt very smooth and I could tell when it was wearing off as I started going back to ""multi-task"" but no anxiety or crash

I got up a bit earlier today but I'm gonna try doing 10mg Ritalin x3 today to see how it goes!",i feel this with concerta i find that the osmotic release system doesnt sit well with my nervous system i dont find it consistent enough when it works its great i took my concerta mg at am took until am for it to kick in but i couldnt do anything productive i just watched the football match lol i end up taking a nap because i feel fatigued probably cause i didnt take my booster after hours of procrastinating i take my mg ritalin and manage to run the dishwasher put away laundry order groceries and clean up my place a bit as i had company over in the evening mg felt very smooth and i could tell when it was wearing off as i started going back to multi task but no anxiety or crash i got up a bit earlier today but im gonna try doing mg ritalin x today to see how it goes,[]
365,concerta,"Sorry didn't understand that lol, I think it has something to do with the way my body metabolizes the release system in Concerta, I'm thinking about trying generic and seeing how that goes",sorry didnt understand that lol i think it has something to do with the way my body metabolizes the release system in concerta im thinking about trying generic and seeing how that goes,['drug ineffective']
372,concerta,"Yes. My wife says I have verbal diarrhoea sometimes. I am more confidant expressing myself and sharing my opinions . And the anxiety symptom of rethinking everything I might have said is almost gone. Mostly I believe it is a positive effect , but sometimes I can border maybe on arrogant or being to forceful. And after 2 beers multiply the above time two. 😂",yes my wife says i have verbal diarrhoea sometimes i am more confidant expressing myself and sharing my opinions and the anxiety symptom of rethinking everything i might have said is almost gone mostly i believe it is a positive effect but sometimes i can border maybe on arrogant or being to forceful and after beers multiply the above time two,['drug ineffective']
375,concerta,"Concerta most likely helped you with your social anxieties.  There's no way to say this next part nicely, so I'll just say it...

If your anxieties were the only thing keeping you from being a major asshole, you're going to need to learn how to not be a major asshole.",concerta most likely helped you with your social anxieties theres no way to say this next part nicely so ill just say it if your anxieties were the only thing keeping you from being a major asshole youre going to need to learn how to not be a major asshole,[]
385,concerta,"No, side effects. Perhaps bodies adapt to the combo? Living in a wine producing region a glass or two of wine late afternoon/early evening is common. I was not even aware in the beginning that the two should not mix. Perhaps it affected me initially but not anymore. My wife would also quickly comment on it if she noticed my behaviour was unusual or I was getting to tipsy.",no side effects perhaps bodies adapt to the combo living in a wine producing region a glass or two of wine late afternoonearly evening is common i was not even aware in the beginning that the two should not mix perhaps it affected me initially but not anymore my wife would also quickly comment on it if she noticed my behaviour was unusual or i was getting to tipsy,['drug ineffective']
387,concerta,"Boredom means you're not interested in what you're studying. If you can study despite that disinerest, then the Concerta is probably helping. Concerta isn't going to change what you're interested in, just how you engage with subjects you don't really care about.",boredom means youre not interested in what youre studying if you can study despite that disinerest then the concerta is probably helping concerta isnt going to change what youre interested in just how you engage with subjects you dont really care about,['drug ineffective']
389,concerta,I used to take Ritalin and I was studying like crazy. I’m just confused why I can’t get work done while being on Concerta even though I genuinely want to study.,i used to take ritalin and i was studying like crazy im just confused why i cant get work done while being on concerta even though i genuinely want to study,['drug ineffective']
401,concerta,"Get well hydrated and try again tomorrow.  Methylphenidate is a drug that'll do you dirty if you're not living pretty clean.  You need to stay hydrated, get enough sleep, eat enough protein and get enough exercise.  Not doing those things usually results in more side effects than benefits.

If you haven't already, give up caffeine, nicotine and alcohol.",get well hydrated and try again tomorrow methylphenidate is a drug thatll do you dirty if youre not living pretty clean you need to stay hydrated get enough sleep eat enough protein and get enough exercise not doing those things usually results in more side effects than benefits if you havent already give up caffeine nicotine and alcohol,['drug ineffective']
449,concerta,i’m 54 just diagnosed on 27mg and it definitely is helping with focus but seems to wear off by 2 if i take it at 6am. i’m on day 6 today. sleeping was only bad the first night but i also take 50mg trazodone at night to sleep.,im just diagnosed on mg and it definitely is helping with focus but seems to wear off by if i take it at am im on day today sleeping was only bad the first night but i also take mg trazodone at night to sleep,['drug ineffective']
478,concerta,"Oh, I understand, kinda like with antibiotics. I always disregarded taking anything that wasn't an antibiotic at the same time everyday, but I recently learned this kinda goes with every pill you take.",oh i understand kinda like with antibiotics i always disregarded taking anything that wasnt an antibiotic at the same time everyday but i recently learned this kinda goes with every pill you take,['drug ineffective']
509,concerta,I’m on 36 mg and I’m not sure if this is the crash you are referring to but my first week of taking it I had extreme headaches around the 10-12 hour period after taking the medication. Also my appetite would come back but not as intense when I first started on a lower dose,im on mg and im not sure if this is the crash you are referring to but my first week of taking it i had extreme headaches around the hour period after taking the medication also my appetite would come back but not as intense when i first started on a lower dose,['drug ineffective']
520,concerta,"I just recently started on concerta 36mg and i use to drink alot of coca-cola, now i cut it down to two, one in the morning and one in the late afternoon. I feel good this way. No side effects from the concerta",i just recently started on concerta mg and i use to drink alot of coca cola now i cut it down to two one in the morning and one in the late afternoon i feel good this way no side effects from the concerta,['drug ineffective']
527,concerta,"It is always recommended to stop drinking coffee when introducing methylphenidate (ritalin / concerta). 
When I started my treatment with Ritalin, despite drinking coffee 2/3 hours before taking Ritalin, I was quite stressed too. 
Nowadays with concerta I avoid coffee, I don't feel the stress I felt with Ritalin. However, if I am going to drink coffee, it is little and always before taking medication.",it is always recommended to stop drinking coffee when introducing methylphenidate ritalin concerta when i started my treatment with ritalin despite drinking coffee hours before taking ritalin i was quite stressed too nowadays with concerta i avoid coffee i dont feel the stress i felt with ritalin however if i am going to drink coffee it is little and always before taking medication,['drug ineffective']
528,concerta,"Yah, I don't mix the two.  Even if I take a Concerta at 6am and don't drink caffeine until 6pm, it's not great. I get a little buzzy and about 5 hours later my BP goes up to 130/90 and I get a headache when the norepinephrine hits, and I don't even have high BP.",yah i dont mix the two even if i take a concerta at am and dont drink caffeine until pm its not great i get a little buzzy and about hours later my bp goes up to and i get a headache when the norepinephrine hits and i dont even have high bp,[]
548,concerta,I never take breakfast and I find it more pleasant if I take it without breakfast and have an early lunch - I also intermittent fast but have cut down now because it was making my heart go crazy when I broke my fast lol,i never take breakfast and i find it more pleasant if i take it without breakfast and have an early lunch i also intermittent fast but have cut down now because it was making my heart go crazy when i broke my fast lol,['drug ineffective']
561,concerta,"Yeah.. after the first week or so I start crashing at 2/3pm usually after lunch, thats when we decided to add the booster - did a short trial of 56mg but two times taking it I could tell it wasn't for me, 27/36mg were smoother and more calming, 56mg would make my anxiety/asd worse",yeah after the first week or so i start crashing at pm usually after lunch thats when we decided to add the booster did a short trial of mg but two times taking it i could tell it wasnt for me mg were smoother and more calming mg would make my anxietyasd worse,['drug ineffective']
